Date,Age Group,Race/Ethnicity,Population Size,1st Dose,1st Dose Percent,Vaccine Series Completed,Vaccine Series Completed Percent,Boosted,Boosted Percent,Bivalent,Bivalent Percent
1/15/22,18-29,"Asian, non-Latinx",41068,39966,97.3,34730,84.6,15723,38.3,0,0
1/15/22,30-49,All,809519,654739,80.9,591887,73.1,273180,33.7,0,0
1/15/22,30-49,Latinx,226340,189141,83.6,170903,75.5,62341,27.5,0,0
1/15/22,17-Dec,"Other, non-Latinx",3047,4837,99,3710,99,321,10.5,0,0
1/15/22,50-64,"Asian, non-Latinx",27117,24304,89.6,22484,82.9,14075,51.9,0,0
1/15/22,50-64,"Black, non-Latinx",145449,114755,78.9,106293,73.1,49833,34.3,0,0
1/15/22,50-64,"White, non-Latinx",149921,116470,77.7,109628,73.1,72155,48.1,0,0
1/15/22,65+,"Asian, non-Latinx",26955,19582,72.6,18365,68.1,13799,51.2,0,0
1/15/22,18-29,"Black, non-Latinx",139472,63843,45.8,51320,36.8,10373,7.4,0,0
1/15/22,18-29,Unknown,,17740,,14153,,2653,,0,
1/15/22,11-May,"Other, non-Latinx",6225,2790,44.8,1885,30.3,1,0,0,0
1/15/22,17-Dec,"Asian, non-Latinx",8804,7647,86.9,7131,81,1358,15.4,0,0
1/15/22,17-Dec,Unknown,,2882,,2184,,265,,0,
1/15/22,11-May,Unknown,,2833,,1999,,3,,0,
1/15/22,11-May,"White, non-Latinx",43777,23701,54.1,19753,45.1,73,0.2,0,0
1/15/22,17-Dec,Latinx,76627,63226,82.5,55153,72,4413,5.8,0,0
1/15/22,17-Dec,"White, non-Latinx",35643,25134,70.5,22736,63.8,5568,15.6,0,0
1/15/22,17-Dec,"Black, non-Latinx",57964,28833,49.7,23349,40.3,1689,2.9,0,0
1/15/22,11-May,All,210448,85301,40.5,59311,28.2,211,0.1,0,0
1/15/22,11-May,Latinx,83432,33693,40.4,21574,25.9,85,0.1,0,0
1/15/22,11-May,"Black, non-Latinx",66458,15635,23.5,8921,13.4,20,0,0,0
1/15/22,17-Dec,All,180859,132559,73.3,114263,63.2,13614,7.5,0,0
1/22/22,11-May,Latinx,83432,36543,43.8,23727,28.4,96,0.1,0,0
1/22/22,65+,"Other, non-Latinx",3206,7773,99,6633,99,3687,99,0,0
1/22/22,65+,"Asian, non-Latinx",26955,19642,72.9,18397,68.3,14114,52.4,0,0
1/22/22,30-49,Latinx,226340,191101,84.4,171848,75.9,67746,29.9,0,0
1/22/22,18-29,Unknown,,18002,,14226,,2828,,0,
1/22/22,65+,"Black, non-Latinx",125967,90861,72.1,85538,67.9,58741,46.6,0,0
1/22/22,30-49,"White, non-Latinx",310259,234491,75.6,218267,70.3,140616,45.3,0,0
1/22/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
1/22/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
1/22/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
1/22/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
1/22/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
1/22/22,0-4,Unknown,,0,,0,,0,,0,
1/22/22,0-4,All,162797,0,0,0,0,0,0,0,0
1/22/22,50-64,"White, non-Latinx",149921,116733,77.9,109820,73.3,73903,49.3,0,0
1/22/22,65+,Unknown,,10569,,8546,,3352,,0,
1/22/22,65+,"White, non-Latinx",135462,100594,74.3,94724,69.9,73941,54.6,0,0
1/22/22,30-49,"Asian, non-Latinx",64910,53316,82.1,49019,75.5,30354,46.8,0,0
1/22/22,65+,Latinx,71039,55142,77.6,51575,72.6,35810,50.4,0,0
1/22/22,50-64,Unknown,,14764,,12130,,3667,,0,
1/22/22,50-64,All,439599,388511,88.4,359384,81.8,201573,45.9,0,0
1/22/22,18-29,"Other, non-Latinx",11506,20876,99,16167,99,3715,32.3,0,0
1/22/22,18-29,"White, non-Latinx",187581,143176,76.3,124569,66.4,57006,30.4,0,0
1/22/22,50-64,"Asian, non-Latinx",27117,24413,90,22523,83.1,14714,54.3,0,0
1/22/22,30-49,All,809519,659926,81.5,594798,73.5,286298,35.4,0,0
1/22/22,50-64,"Black, non-Latinx",145449,115311,79.3,106779,73.4,52338,36,0,0
1/22/22,18-29,"Black, non-Latinx",139472,65365,46.9,52102,37.4,11423,8.2,0,0
1/22/22,30-49,"Black, non-Latinx",197825,122156,61.7,107148,54.2,33426,16.9,0,0
1/22/22,18-29,"Asian, non-Latinx",41068,40546,98.7,34857,84.9,16811,40.9,0,0
1/22/22,18-29,Latinx,147161,122744,83.4,106166,72.1,30831,21,0,0
1/22/22,30-49,"Other, non-Latinx",10186,29481,99,24606,99,7745,76,0,0
1/22/22,65+,All,362629,284581,78.5,265413,73.2,189645,52.3,0,0
1/22/22,50-64,Latinx,114048,103842,91.1,96813,84.9,52714,46.2,0,0
1/22/22,30-49,Unknown,,29381,,23910,,6411,,0,
1/22/22,50-64,"Other, non-Latinx",3063,13448,99,11319,99,4237,99,0,0
1/22/22,18-29,All,526788,410709,78,348087,66.1,122614,23.3,0,0
1/22/22,17-Dec,"Asian, non-Latinx",8804,7688,87.3,7172,81.5,1785,20.3,0,0
1/22/22,17-Dec,Unknown,,2954,,2220,,347,,0,
1/22/22,11-May,"Other, non-Latinx",6225,2972,47.7,2024,32.5,1,0,0,0
1/22/22,17-Dec,"Other, non-Latinx",3047,4914,99,3774,99,434,14.2,0,0
1/22/22,11-May,All,210448,90598,43.1,63676,30.3,233,0.1,0,0
1/22/22,17-Dec,All,180859,134836,74.6,115736,64,18213,10.1,0,0
1/22/22,17-Dec,"Black, non-Latinx",57964,29577,51,23859,41.2,2253,3.9,0,0
1/22/22,11-May,"Black, non-Latinx",66458,16990,25.6,9917,14.9,22,0,0,0
1/22/22,17-Dec,Latinx,76627,64356,84,55796,72.8,6412,8.4,0,0
1/22/22,17-Dec,"White, non-Latinx",35643,25347,71.1,22915,64.3,6982,19.6,0,0
1/22/22,11-May,"Asian, non-Latinx",10651,6833,64.2,5474,51.4,31,0.3,0,0
1/22/22,11-May,"White, non-Latinx",43777,24269,55.4,20415,46.6,79,0.2,0,0
1/22/22,11-May,Unknown,,2991,,2119,,4,,0,
1/29/22,18-29,All,526788,415157,78.8,351202,66.7,129075,24.5,0,0
1/29/22,30-49,"Other, non-Latinx",10186,29729,99,24836,99,8053,79.1,0,0
1/29/22,18-29,"Asian, non-Latinx",41068,40891,99,34995,85.2,17591,42.8,0,0
1/29/22,30-49,Unknown,,29753,,24128,,6644,,0,
1/29/22,65+,"Asian, non-Latinx",26955,19689,73,18427,68.4,14306,53.1,0,0
1/29/22,50-64,"Black, non-Latinx",145449,115826,79.6,107252,73.7,54328,37.4,0,0
1/29/22,18-29,Unknown,,18273,,14356,,2967,,0,
1/29/22,18-29,"Other, non-Latinx",11506,21126,99,16344,99,3946,34.3,0,0
1/29/22,65+,"Black, non-Latinx",125967,91046,72.3,85718,68,59896,47.5,0,0
1/29/22,50-64,All,439599,389886,88.7,360631,82,208111,47.3,0,0
1/29/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
1/29/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
1/29/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
1/29/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
1/29/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
1/29/22,0-4,Unknown,,0,,0,,0,,0,
1/29/22,0-4,All,162797,0,0,0,0,0,0,0,0
1/29/22,18-29,"Black, non-Latinx",139472,66644,47.8,53110,38.1,12245,8.8,0,0
1/29/22,50-64,"Asian, non-Latinx",27117,24504,90.4,22569,83.2,15147,55.9,0,0
1/29/22,30-49,"White, non-Latinx",310259,234996,75.7,218754,70.5,143218,46.2,0,0
1/29/22,65+,"Other, non-Latinx",3206,7802,99,6651,99,3759,99,0,0
1/29/22,30-49,"Asian, non-Latinx",64910,53506,82.4,49130,75.7,31311,48.2,0,0
1/29/22,17-Dec,"White, non-Latinx",35643,25506,71.6,23131,64.9,7852,22,0,0
1/29/22,50-64,"Other, non-Latinx",3063,13534,99,11401,99,4407,99,0,0
1/29/22,65+,Latinx,71039,55286,77.8,51669,72.7,36659,51.6,0,0
1/29/22,50-64,Unknown,,14871,,12216,,3819,,0,
1/29/22,50-64,Latinx,114048,104266,91.4,97166,85.2,55201,48.4,0,0
1/29/22,65+,Unknown,,10615,,8573,,3423,,0,
1/29/22,30-49,All,809519,664097,82,598652,74,296549,36.6,0,0
1/29/22,30-49,Latinx,226340,192598,85.1,173235,76.5,72069,31.8,0,0
1/29/22,18-29,Latinx,147161,124297,84.5,107436,73,33350,22.7,0,0
1/29/22,30-49,"Black, non-Latinx",197825,123515,62.4,108569,54.9,35254,17.8,0,0
1/29/22,50-64,"White, non-Latinx",149921,116885,78,110027,73.4,75209,50.2,0,0
1/29/22,11-May,All,210448,95123,45.2,69114,32.8,250,0.1,0,0
1/29/22,65+,"White, non-Latinx",135462,100682,74.3,94835,70,74673,55.1,0,0
1/29/22,65+,All,362629,285120,78.6,265873,73.3,192716,53.1,0,0
1/29/22,18-29,"White, non-Latinx",187581,143926,76.7,124961,66.6,58976,31.4,0,0
1/29/22,17-Dec,All,180859,136851,75.7,117678,65.1,21795,12.1,0,0
1/29/22,17-Dec,"Other, non-Latinx",3047,4987,99,3836,99,520,17.1,0,0
1/29/22,11-May,"Other, non-Latinx",6225,3123,50.2,2202,35.4,1,0,0,0
1/29/22,11-May,"Asian, non-Latinx",10651,7012,65.8,5835,54.8,31,0.3,0,0
1/29/22,17-Dec,"Asian, non-Latinx",8804,7729,87.8,7224,82.1,2094,23.8,0,0
1/29/22,17-Dec,"Black, non-Latinx",57964,30270,52.2,24544,42.3,2724,4.7,0,0
1/29/22,17-Dec,Latinx,76627,65353,85.3,56686,74,8202,10.7,0,0
1/29/22,11-May,Latinx,83432,39062,46.8,26367,31.6,106,0.1,0,0
1/29/22,11-May,"Black, non-Latinx",66458,18130,27.3,11244,16.9,27,0,0,0
1/29/22,11-May,Unknown,,3107,,2233,,4,,0,
1/29/22,17-Dec,Unknown,,3006,,2257,,403,,0,
1/29/22,11-May,"White, non-Latinx",43777,24689,56.4,21233,48.5,81,0.2,0,0
2/5/22,30-49,"White, non-Latinx",310259,235359,75.9,219229,70.7,145046,46.7,0,0
2/5/22,65+,"Black, non-Latinx",125967,91176,72.4,85862,68.2,60691,48.2,0,0
2/5/22,65+,Unknown,,10652,,8594,,3470,,0,
2/5/22,30-49,All,809519,667245,82.4,602657,74.4,303608,37.5,0,0
2/5/22,30-49,Latinx,226340,193789,85.6,174773,77.2,75023,33.1,0,0
2/5/22,18-29,"Black, non-Latinx",139472,67592,48.5,54129,38.8,12801,9.2,0,0
2/5/22,18-29,"White, non-Latinx",187581,144404,77,125388,66.8,60277,32.1,0,0
2/5/22,18-29,Latinx,147161,125409,85.2,108846,74,34996,23.8,0,0
2/5/22,50-64,All,439599,390806,88.9,361745,82.3,212777,48.4,0,0
2/5/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
2/5/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
2/5/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
2/5/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
2/5/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
2/5/22,0-4,Unknown,,0,,0,,0,,0,
2/5/22,0-4,All,162797,0,0,0,0,0,0,0,0
2/5/22,18-29,All,526788,418339,79.4,354459,67.3,133263,25.3,0,0
2/5/22,65+,"Asian, non-Latinx",26955,19714,73.1,18451,68.5,14429,53.5,0,0
2/5/22,18-29,"Asian, non-Latinx",41068,41154,99,35109,85.5,18040,43.9,0,0
2/5/22,65+,All,362629,285489,78.7,266279,73.4,194793,53.7,0,0
2/5/22,30-49,Unknown,,30036,,24340,,6785,,0,
2/5/22,17-Dec,"Black, non-Latinx",57964,30788,53.1,25256,43.6,2996,5.2,0,0
2/5/22,50-64,"White, non-Latinx",149921,117019,78.1,110214,73.5,76156,50.8,0,0
2/5/22,65+,"Other, non-Latinx",3206,7818,99,6670,99,3803,99,0,0
2/5/22,50-64,Latinx,114048,104545,91.7,97480,85.5,56992,50,0,0
2/5/22,18-29,"Other, non-Latinx",11506,21320,99,16525,99,4091,35.6,0,0
2/5/22,30-49,"Other, non-Latinx",10186,29884,99,25061,99,8294,81.4,0,0
2/5/22,50-64,Unknown,,14956,,12281,,3906,,0,
2/5/22,50-64,"Asian, non-Latinx",27117,24549,90.5,22604,83.4,15388,56.7,0,0
2/5/22,50-64,"Other, non-Latinx",3063,13582,99,11466,99,4530,99,0,0
2/5/22,65+,Latinx,71039,55375,78,51751,72.8,37228,52.4,0,0
2/5/22,18-29,Unknown,,18460,,14462,,3058,,0,
2/5/22,30-49,"Asian, non-Latinx",64910,53661,82.7,49245,75.9,31830,49,0,0
2/5/22,65+,"White, non-Latinx",135462,100754,74.4,94951,70.1,75172,55.5,0,0
2/5/22,30-49,"Black, non-Latinx",197825,124516,62.9,110009,55.6,36630,18.5,0,0
2/5/22,50-64,"Black, non-Latinx",145449,116155,79.9,107700,74,55805,38.4,0,0
2/5/22,11-May,"Black, non-Latinx",66458,18942,28.5,12598,19,29,0,0,0
2/5/22,17-Dec,Unknown,,3050,,2302,,432,,0,
2/5/22,11-May,"White, non-Latinx",43777,24935,57,21973,50.2,82,0.2,0,0
2/5/22,17-Dec,"White, non-Latinx",35643,25627,71.9,23323,65.4,8356,23.4,0,0
2/5/22,11-May,Latinx,83432,40664,48.7,29231,35,118,0.1,0,0
2/5/22,11-May,"Other, non-Latinx",6225,3245,52.1,2383,38.3,2,0,0,0
2/5/22,17-Dec,All,180859,138257,76.4,119723,66.2,23968,13.3,0,0
2/5/22,17-Dec,"Other, non-Latinx",3047,5026,99,3915,99,571,18.7,0,0
2/5/22,17-Dec,Latinx,76627,66013,86.1,57665,75.3,9371,12.2,0,0
2/5/22,11-May,All,210448,98075,46.6,74665,35.5,269,0.1,0,0
2/5/22,11-May,Unknown,,3188,,2346,,4,,0,
2/5/22,11-May,"Asian, non-Latinx",10651,7101,66.7,6134,57.6,34,0.3,0,0
2/5/22,17-Dec,"Asian, non-Latinx",8804,7753,88.1,7262,82.5,2242,25.5,0,0
2/12/22,65+,"Other, non-Latinx",3206,7836,99,6696,99,3845,99,0,0
2/12/22,50-64,Latinx,114048,104815,91.9,97828,85.8,58624,51.4,0,0
2/12/22,65+,Latinx,71039,55482,78.1,51853,73,37816,53.2,0,0
2/12/22,65+,Unknown,,10678,,8619,,3535,,0,
2/12/22,30-49,All,809519,669919,82.8,606640,74.9,310274,38.3,0,0
2/12/22,50-64,"Other, non-Latinx",3063,13627,99,11532,99,4639,99,0,0
2/12/22,30-49,"Black, non-Latinx",197825,125431,63.4,111443,56.3,38087,19.3,0,0
2/12/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
2/12/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
2/12/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
2/12/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
2/12/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
2/12/22,0-4,Unknown,,0,,0,,0,,0,
2/12/22,0-4,All,162797,0,0,0,0,0,0,0,0
2/12/22,30-49,"Asian, non-Latinx",64910,53774,82.8,49403,76.1,32333,49.8,0,0
2/12/22,18-29,Latinx,147161,126423,85.9,110400,75,36650,24.9,0,0
2/12/22,18-29,"White, non-Latinx",187581,144847,77.2,125805,67.1,61446,32.8,0,0
2/12/22,18-29,All,526788,421229,80,358093,68,137203,26,0,0
2/12/22,18-29,Unknown,,18635,,14548,,3127,,0,
2/12/22,18-29,"Other, non-Latinx",11506,21448,99,16701,99,4211,36.6,0,0
2/12/22,65+,All,362629,285879,78.8,266743,73.6,196972,54.3,0,0
2/12/22,11-May,All,210448,100775,47.9,79881,38,286,0.1,0,0
2/12/22,50-64,"White, non-Latinx",149921,117119,78.1,110400,73.6,76904,51.3,0,0
2/12/22,30-49,"Other, non-Latinx",10186,30007,99,25271,99,8523,83.7,0,0
2/12/22,30-49,Latinx,226340,194795,86.1,176289,77.9,77886,34.4,0,0
2/12/22,50-64,"Asian, non-Latinx",27117,24606,90.7,22648,83.5,15600,57.5,0,0
2/12/22,50-64,"Black, non-Latinx",145449,116528,80.1,108183,74.4,57417,39.5,0,0
2/12/22,50-64,All,439599,391734,89.1,362945,82.6,217200,49.4,0,0
2/12/22,30-49,Unknown,,30253,,24570,,6920,,0,
2/12/22,65+,"Asian, non-Latinx",26955,19743,73.2,18479,68.6,14571,54.1,0,0
2/12/22,65+,"White, non-Latinx",135462,100813,74.4,95033,70.2,75657,55.9,0,0
2/12/22,18-29,"Asian, non-Latinx",41068,41328,99,35232,85.8,18417,44.8,0,0
2/12/22,50-64,Unknown,,15039,,12354,,4016,,0,
2/12/22,65+,"Black, non-Latinx",125967,91327,72.5,86063,68.3,61548,48.9,0,0
2/12/22,30-49,"White, non-Latinx",310259,235659,76,219664,70.8,146525,47.2,0,0
2/12/22,18-29,"Black, non-Latinx",139472,68548,49.1,55407,39.7,13352,9.6,0,0
2/12/22,17-Dec,"White, non-Latinx",35643,25714,72.1,23484,65.9,8766,24.6,0,0
2/12/22,11-May,"Black, non-Latinx",66458,19717,29.7,13834,20.8,31,0,0,0
2/12/22,17-Dec,Latinx,76627,66682,87,58749,76.7,10537,13.8,0,0
2/12/22,11-May,"Asian, non-Latinx",10651,7173,67.3,6328,59.4,36,0.3,0,0
2/12/22,11-May,"Other, non-Latinx",6225,3339,53.6,2539,40.8,2,0,0,0
2/12/22,17-Dec,"Asian, non-Latinx",8804,7780,88.4,7299,82.9,2390,27.1,0,0
2/12/22,17-Dec,Unknown,,3087,,2338,,462,,0,
2/12/22,11-May,"White, non-Latinx",43777,25157,57.5,22558,51.5,85,0.2,0,0
2/12/22,17-Dec,"Other, non-Latinx",3047,5079,99,3969,99,616,20.2,0,0
2/12/22,17-Dec,All,180859,139642,77.2,121765,67.3,26095,14.4,0,0
2/12/22,17-Dec,"Black, non-Latinx",57964,31300,54,25926,44.7,3324,5.7,0,0
2/12/22,11-May,Unknown,,3254,,2453,,5,,0,
2/12/22,11-May,Latinx,83432,42135,50.5,32169,38.6,127,0.2,0,0
2/19/22,65+,Latinx,71039,55539,78.2,51906,73.1,38222,53.8,0,0
2/19/22,50-64,All,439599,392365,89.3,363882,82.8,219972,50,0,0
2/19/22,18-29,"Black, non-Latinx",139472,69210,49.6,56432,40.5,13707,9.8,0,0
2/19/22,18-29,"Other, non-Latinx",11506,21550,99,16819,99,4299,37.4,0,0
2/19/22,30-49,Latinx,226340,195450,86.4,177448,78.4,79694,35.2,0,0
2/19/22,50-64,"Asian, non-Latinx",27117,24644,90.9,22686,83.7,15766,58.1,0,0
2/19/22,30-49,"Asian, non-Latinx",64910,53840,82.9,49491,76.2,32653,50.3,0,0
2/19/22,50-64,"White, non-Latinx",149921,117180,78.2,110524,73.7,77355,51.6,0,0
2/19/22,18-29,"White, non-Latinx",187581,145102,77.4,126125,67.2,62149,33.1,0,0
2/19/22,30-49,"White, non-Latinx",310259,235848,76,219964,70.9,147388,47.5,0,0
2/19/22,18-29,Latinx,147161,127076,86.4,111644,75.9,37773,25.7,0,0
2/19/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
2/19/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
2/19/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
2/19/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
2/19/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
2/19/22,0-4,Unknown,,0,,0,,0,,0,
2/19/22,0-4,All,162797,0,0,0,0,0,0,0,0
2/19/22,65+,"Asian, non-Latinx",26955,19759,73.3,18508,68.7,14671,54.4,0,0
2/19/22,30-49,"Black, non-Latinx",197825,126048,63.7,112661,56.9,38955,19.7,0,0
2/19/22,65+,Unknown,,10693,,8644,,3582,,0,
2/19/22,65+,"White, non-Latinx",135462,100856,74.5,95090,70.2,75940,56.1,0,0
2/19/22,30-49,Unknown,,30399,,24738,,6996,,0,
2/19/22,65+,All,362629,286143,78.9,267071,73.6,198470,54.7,0,0
2/19/22,18-29,All,526788,423124,80.3,360979,68.5,139757,26.5,0,0
2/19/22,50-64,Latinx,114048,104982,92.1,98119,86,59693,52.3,0,0
2/19/22,65+,"Other, non-Latinx",3206,7851,99,6706,99,3883,99,0,0
2/19/22,30-49,All,809519,671664,83,609712,75.3,314326,38.8,0,0
2/19/22,65+,"Black, non-Latinx",125967,91445,72.6,86217,68.4,62172,49.4,0,0
2/19/22,18-29,"Asian, non-Latinx",41068,41435,99,35328,86,18651,45.4,0,0
2/19/22,50-64,"Other, non-Latinx",3063,13659,99,11575,99,4706,99,0,0
2/19/22,18-29,Unknown,,18751,,14631,,3178,,0,
2/19/22,30-49,"Other, non-Latinx",10186,30079,99,25410,99,8640,84.8,0,0
2/19/22,50-64,"Black, non-Latinx",145449,116804,80.3,108561,74.6,58372,40.1,0,0
2/19/22,11-May,"Asian, non-Latinx",10651,7221,67.8,6507,61.1,36,0.3,0,0
2/19/22,50-64,Unknown,,15096,,12417,,4080,,0,
2/19/22,17-Dec,Unknown,,3110,,2369,,477,,0,
2/19/22,11-May,All,210448,102549,48.7,83864,39.9,310,0.1,0,0
2/19/22,17-Dec,"White, non-Latinx",35643,25754,72.3,23612,66.2,9029,25.3,0,0
2/19/22,11-May,"Other, non-Latinx",6225,3399,54.6,2670,42.9,2,0,0,0
2/19/22,11-May,Latinx,83432,43080,51.6,34409,41.2,140,0.2,0,0
2/19/22,17-Dec,All,180859,140499,77.7,123446,68.3,27517,15.2,0,0
2/19/22,11-May,"White, non-Latinx",43777,25319,57.8,22942,52.4,89,0.2,0,0
2/19/22,17-Dec,"Asian, non-Latinx",8804,7797,88.6,7327,83.2,2503,28.4,0,0
2/19/22,11-May,"Black, non-Latinx",66458,20226,30.4,14794,22.3,38,0.1,0,0
2/19/22,11-May,Unknown,,3304,,2542,,5,,0,
2/19/22,17-Dec,"Black, non-Latinx",57964,31634,54.6,26479,45.7,3505,6,0,0
2/19/22,17-Dec,Latinx,76627,67103,87.6,59646,77.8,11359,14.8,0,0
2/19/22,17-Dec,"Other, non-Latinx",3047,5101,99,4013,99,644,21.1,0,0
2/26/22,65+,"White, non-Latinx",135462,100895,74.5,95147,70.2,76200,56.3,0,0
2/26/22,65+,"Black, non-Latinx",125967,91525,72.7,86330,68.5,62674,49.8,0,0
2/26/22,11-May,"Asian, non-Latinx",10651,7278,68.3,6587,61.8,39,0.4,0,0
2/26/22,18-29,"Other, non-Latinx",11506,21622,99,16908,99,4377,38,0,0
2/26/22,30-49,"Asian, non-Latinx",64910,53911,83.1,49559,76.4,32932,50.7,0,0
2/26/22,30-49,Latinx,226340,195946,86.6,178289,78.8,81159,35.9,0,0
2/26/22,18-29,Latinx,147161,127535,86.7,112484,76.4,38816,26.4,0,0
2/26/22,65+,Latinx,71039,55592,78.3,51970,73.2,38573,54.3,0,0
2/26/22,50-64,"Black, non-Latinx",145449,117012,80.4,108919,74.9,59251,40.7,0,0
2/26/22,50-64,Latinx,114048,105124,92.2,98306,86.2,60559,53.1,0,0
2/26/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
2/26/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
2/26/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
2/26/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
2/26/22,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
2/26/22,0-4,Unknown,,0,,0,,0,,0,
2/26/22,0-4,All,162797,0,0,0,0,0,0,0,0
2/26/22,65+,"Other, non-Latinx",3206,7861,99,6711,99,3917,99,0,0
2/26/22,50-64,"Other, non-Latinx",3063,13687,99,11611,99,4763,99,0,0
2/26/22,18-29,Unknown,,18846,,14712,,3220,,0,
2/26/22,17-Dec,"Black, non-Latinx",57964,31923,55.1,26942,46.5,3707,6.4,0,0
2/26/22,30-49,"Black, non-Latinx",197825,126497,63.9,113577,57.4,39780,20.1,0,0
2/26/22,50-64,"Asian, non-Latinx",27117,24679,91,22706,83.7,15903,58.6,0,0
2/26/22,50-64,All,439599,392882,89.4,364597,82.9,222335,50.6,0,0
2/26/22,30-49,"Other, non-Latinx",10186,30156,99,25500,99,8762,86,0,0
2/26/22,30-49,Unknown,,30520,,24886,,7073,,0,
2/26/22,65+,"Asian, non-Latinx",26955,19773,73.4,18517,68.7,14762,54.8,0,0
2/26/22,18-29,"Black, non-Latinx",139472,69690,50,57224,41,14041,10.1,0,0
2/26/22,50-64,Unknown,,15137,,12457,,4126,,0,
2/26/22,18-29,"Asian, non-Latinx",41068,41552,99,35401,86.2,18843,45.9,0,0
2/26/22,18-29,All,526788,424565,80.6,363047,68.9,142007,27,0,0
2/26/22,30-49,"White, non-Latinx",310259,236009,76.1,220186,71,148178,47.8,0,0
2/26/22,11-May,Latinx,83432,43719,52.4,36054,43.2,155,0.2,0,0
2/26/22,18-29,"White, non-Latinx",187581,145320,77.5,126318,67.3,62710,33.4,0,0
2/26/22,65+,Unknown,,10718,,8654,,3622,,0,
2/26/22,30-49,All,809519,673039,83.1,611997,75.6,317884,39.3,0,0
2/26/22,50-64,"White, non-Latinx",149921,117243,78.2,110598,73.8,77733,51.8,0,0
2/26/22,65+,All,362629,286364,79,267329,73.7,199748,55.1,0,0
2/26/22,11-May,All,210448,103865,49.4,86733,41.2,336,0.2,0,0
2/26/22,17-Dec,"Asian, non-Latinx",8804,7823,88.9,7351,83.5,2586,29.4,0,0
2/26/22,11-May,Unknown,,3342,,2602,,5,,0,
2/26/22,11-May,"Other, non-Latinx",6225,3448,55.4,2773,44.5,2,0,0,0
2/26/22,11-May,"White, non-Latinx",43777,25460,58.2,23202,53,93,0.2,0,0
2/26/22,17-Dec,"Other, non-Latinx",3047,5118,99,4056,99,665,21.8,0,0
2/26/22,17-Dec,All,180859,141219,78.1,124690,68.9,28723,15.9,0,0
2/26/22,17-Dec,Unknown,,3141,,2394,,498,,0,
2/26/22,11-May,"Black, non-Latinx",66458,20618,31,15515,23.3,42,0.1,0,0
2/26/22,17-Dec,"White, non-Latinx",35643,25809,72.4,23707,66.5,9216,25.9,0,0
2/26/22,17-Dec,Latinx,76627,67405,88,60240,78.6,12051,15.7,0,0
3/5/22,50-64,"Asian, non-Latinx",27117,24707,91.1,22726,83.8,16024,59.1,0,0
3/5/22,65+,"White, non-Latinx",135462,100921,74.5,95185,70.3,76414,56.4,0,0
3/5/22,65+,"Black, non-Latinx",125967,91598,72.7,86445,68.6,63173,50.2,0,0
3/5/22,30-49,All,809519,673930,83.3,613619,75.8,320818,39.6,0,0
3/5/22,65+,All,362629,286549,79,267565,73.8,200835,55.4,0,0
3/5/22,18-29,Unknown,,18908,,14755,,3248,,0,
3/5/22,50-64,"Black, non-Latinx",145449,117149,80.5,109198,75.1,59998,41.3,0,0
3/5/22,65+,Latinx,71039,55635,78.3,52016,73.2,38813,54.6,0,0
3/5/22,18-29,"Asian, non-Latinx",41068,41631,99,35448,86.3,19010,46.3,0,0
3/5/22,0-4,Latinx,54903,0,0,0,0,0,0,0,0
3/5/22,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
3/5/22,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
3/5/22,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
