Date,Age Group,Race/Ethnicity,Population Size,1st Dose,1st Dose Percent,Vaccine Series Completed,Vaccine Series Completed Percent,Boosted,Boosted Percent,Bivalent,Bivalent Percent
7/3/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
7/3/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
7/3/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
7/3/21,0-4,Unknown,,0,,0,,0,,0,
7/3/21,0-4,All,162797,0,0,0,0,0,0,0,0
7/3/21,65+,Unknown,,8925,,7518,,0,,0,
7/3/21,30-49,"Other, non-Latinx",10186,19651,99,17596,99,0,0,0,0
7/3/21,65+,"White, non-Latinx",135462,92588,68.3,89138,65.8,0,0,0,0
7/3/21,30-49,Latinx,226340,150795,66.6,138673,61.3,0,0,0,0
7/3/21,65+,"Black, non-Latinx",125967,81511,64.7,75968,60.3,0,0,0,0
7/3/21,50-64,All,439599,330438,75.2,308042,70.1,0,0,0,0
7/3/21,18-29,"Asian, non-Latinx",41068,32639,79.5,30153,73.4,0,0,0,0
7/3/21,50-64,Latinx,114048,90535,79.4,85033,74.6,0,0,0,0
7/3/21,65+,"Other, non-Latinx",3206,6133,99,5537,99,0,0,0,0
7/3/21,18-29,"White, non-Latinx",187581,119380,63.6,110622,59,0,0,0,0
7/3/21,30-49,"Asian, non-Latinx",64910,46415,71.5,43717,67.4,0,0,0,0
7/3/21,18-29,"Other, non-Latinx",11506,12906,99,11120,96.6,0,0,0,0
7/3/21,65+,"Asian, non-Latinx",26955,17903,66.4,16966,62.9,0,0,0,0
7/3/21,30-49,"Black, non-Latinx",197825,78264,39.6,69260,35,0,0,0,0
7/3/21,30-49,Unknown,,22240,,19634,,0,,0,
7/3/21,18-29,All,526788,301982,57.3,272061,51.6,0,0,0,0
7/3/21,30-49,"White, non-Latinx",310259,207330,66.8,198273,63.9,0,0,0,0
7/3/21,30-49,All,809519,524695,64.8,487153,60.2,0,0,0,0
7/3/21,50-64,Unknown,,11538,,9995,,0,,0,
7/3/21,50-64,"Asian, non-Latinx",27117,21526,79.4,20340,75,0,0,0,0
7/3/21,50-64,"White, non-Latinx",149921,104413,69.6,99707,66.5,0,0,0,0
7/3/21,65+,All,362629,256761,70.8,242098,66.8,0,0,0,0
7/3/21,18-29,Latinx,147161,87880,59.7,78482,53.3,0,0,0,0
7/3/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
7/3/21,17-Dec,Latinx,76627,33225,43.4,25635,33.5,0,0,0,0
7/3/21,17-Dec,"Black, non-Latinx",57964,11628,20.1,8688,15,0,0,0,0
7/3/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
7/3/21,17-Dec,"Other, non-Latinx",3047,2150,70.6,1619,53.1,0,0,0,0
7/3/21,17-Dec,Unknown,,1615,,1203,,0,,0,
7/3/21,17-Dec,"White, non-Latinx",35643,18699,52.5,16179,45.4,0,0,0,0
7/3/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
7/3/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
7/3/21,11-May,All,210448,0,0,0,0,0,0,0,0
7/3/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
7/3/21,17-Dec,All,180859,72973,40.3,57845,32,0,0,0,0
7/3/21,11-May,Unknown,,0,,0,,0,,0,
7/3/21,17-Dec,"Asian, non-Latinx",8804,5656,64.2,4521,51.4,0,0,0,0
7/10/21,50-64,Unknown,,11642,,10127,,0,,0,
7/10/21,50-64,"White, non-Latinx",149921,104766,69.9,100250,66.9,0,0,0,0
7/10/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
7/10/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
7/10/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
7/10/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
7/10/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
7/10/21,0-4,Unknown,,0,,0,,0,,0,
7/10/21,0-4,All,162797,0,0,0,0,0,0,0,0
7/10/21,65+,"Other, non-Latinx",3206,6184,99,5583,99,0,0,0,0
7/10/21,18-29,Unknown,,13749,,12185,,0,,0,
7/10/21,65+,"White, non-Latinx",135462,92810,68.5,89423,66,0,0,0,0
7/10/21,65+,"Black, non-Latinx",125967,81838,65,76407,60.7,0,0,0,0
7/10/21,30-49,"Asian, non-Latinx",64910,46672,71.9,44108,68,0,0,0,0
7/10/21,30-49,"Black, non-Latinx",197825,79355,40.1,70665,35.7,0,0,0,0
7/10/21,18-29,Latinx,147161,89004,60.5,80099,54.4,0,0,0,0
7/10/21,50-64,"Black, non-Latinx",145449,93826,64.5,85769,59,0,0,0,0
7/10/21,18-29,"White, non-Latinx",187581,119893,63.9,111319,59.3,0,0,0,0
7/10/21,18-29,"Black, non-Latinx",139472,36283,26,30491,21.9,0,0,0,0
7/10/21,65+,All,362629,257624,71,243259,67.1,0,0,0,0
7/10/21,18-29,"Other, non-Latinx",11506,13082,99,11335,98.5,0,0,0,0
7/10/21,30-49,"Other, non-Latinx",10186,19878,99,17869,99,0,0,0,0
7/10/21,50-64,"Other, non-Latinx",3063,9585,99,8551,99,0,0,0,0
7/10/21,65+,Latinx,71039,49840,70.2,47217,66.5,0,0,0,0
7/10/21,30-49,Unknown,,22395,,19838,,0,,0,
7/10/21,30-49,Latinx,226340,152247,67.3,140685,62.2,0,0,0,0
7/10/21,18-29,All,526788,304825,57.9,275872,52.4,0,0,0,0
7/10/21,65+,Unknown,,8979,,7585,,0,,0,
7/10/21,18-29,"Asian, non-Latinx",41068,32814,79.9,30443,74.1,0,0,0,0
7/10/21,30-49,"White, non-Latinx",310259,207958,67,199136,64.2,0,0,0,0
7/10/21,50-64,Latinx,114048,91054,79.8,85816,75.2,0,0,0,0
7/10/21,30-49,All,809519,528505,65.3,492301,60.8,0,0,0,0
7/10/21,50-64,"Asian, non-Latinx",27117,21636,79.8,20530,75.7,0,0,0,0
7/10/21,65+,"Asian, non-Latinx",26955,17973,66.7,17044,63.2,0,0,0,0
7/10/21,50-64,All,439599,332509,75.6,311043,70.8,0,0,0,0
7/10/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
7/10/21,17-Dec,"White, non-Latinx",35643,18985,53.3,16614,46.6,0,0,0,0
7/10/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
7/10/21,11-May,All,210448,0,0,0,0,0,0,0,0
7/10/21,17-Dec,Latinx,76627,34637,45.2,27401,35.8,0,0,0,0
7/10/21,11-May,Unknown,,0,,0,,0,,0,
7/10/21,17-Dec,Unknown,,1683,,1267,,0,,0,
7/10/21,17-Dec,"Black, non-Latinx",57964,12173,21,9305,16.1,0,0,0,0
7/10/21,17-Dec,"Asian, non-Latinx",8804,5799,65.9,4779,54.3,0,0,0,0
7/10/21,17-Dec,"Other, non-Latinx",3047,2257,74.1,1717,56.4,0,0,0,0
7/10/21,17-Dec,All,180859,75534,41.8,61083,33.8,0,0,0,0
7/10/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
7/10/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
7/10/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
7/17/21,30-49,"Asian, non-Latinx",64910,46912,72.3,44447,68.5,0,0,0,0
7/17/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
7/17/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
7/17/21,50-64,All,439599,334565,76.1,313556,71.3,0,0,0,0
7/17/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
7/17/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
7/17/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
7/17/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
7/17/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
7/17/21,0-4,Unknown,,0,,0,,0,,0,
7/17/21,0-4,All,162797,0,0,0,0,0,0,0,0
7/17/21,30-49,"Other, non-Latinx",10186,20119,99,18123,99,0,0,0,0
7/17/21,65+,All,362629,258509,71.3,244367,67.4,0,0,0,0
7/17/21,65+,"Other, non-Latinx",3206,6226,99,5638,99,0,0,0,0
7/17/21,18-29,Latinx,147161,90336,61.4,81620,55.5,0,0,0,0
7/17/21,18-29,"Other, non-Latinx",11506,13297,99,11540,99,0,0,0,0
7/17/21,50-64,"Other, non-Latinx",3063,9704,99,8660,99,0,0,0,0
7/17/21,50-64,Latinx,114048,91572,80.3,86541,75.9,0,0,0,0
7/17/21,30-49,Latinx,226340,153751,67.9,142459,62.9,0,0,0,0
7/17/21,18-29,"Black, non-Latinx",139472,37083,26.6,31304,22.4,0,0,0,0
7/17/21,30-49,All,809519,532458,65.8,496895,61.4,0,0,0,0
7/17/21,18-29,All,526788,308096,58.5,279463,53.1,0,0,0,0
7/17/21,50-64,"Asian, non-Latinx",27117,21747,80.2,20673,76.2,0,0,0,0
7/17/21,18-29,"White, non-Latinx",187581,120502,64.2,111983,59.7,0,0,0,0
7/17/21,65+,"White, non-Latinx",135462,93012,68.7,89682,66.2,0,0,0,0
7/17/21,65+,Unknown,,9021,,7640,,0,,0,
7/17/21,18-29,Unknown,,13876,,12311,,0,,0,
7/17/21,50-64,"White, non-Latinx",149921,105142,70.1,100677,67.2,0,0,0,0
7/17/21,30-49,"Black, non-Latinx",197825,80497,40.7,71880,36.3,0,0,0,0
7/17/21,65+,"Black, non-Latinx",125967,82204,65.3,76849,61,0,0,0,0
7/17/21,65+,"Asian, non-Latinx",26955,18023,66.9,17131,63.6,0,0,0,0
7/17/21,30-49,Unknown,,22556,,20050,,0,,0,
7/17/21,65+,Latinx,71039,50023,70.4,47427,66.8,0,0,0,0
7/17/21,50-64,Unknown,,11723,,10238,,0,,0,
7/17/21,30-49,"White, non-Latinx",310259,208623,67.2,199936,64.4,0,0,0,0
7/17/21,18-29,"Asian, non-Latinx",41068,33002,80.4,30705,74.8,0,0,0,0
7/17/21,50-64,"Black, non-Latinx",145449,94677,65.1,86767,59.7,0,0,0,0
7/17/21,17-Dec,"Asian, non-Latinx",8804,5949,67.6,5089,57.8,0,0,0,0
7/17/21,17-Dec,"White, non-Latinx",35643,19380,54.4,17050,47.8,0,0,0,0
7/17/21,11-May,All,210448,0,0,0,0,0,0,0,0
7/17/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
7/17/21,11-May,Unknown,,0,,0,,0,,0,
7/17/21,17-Dec,"Other, non-Latinx",3047,2392,78.5,1807,59.3,0,0,0,0
7/17/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
7/17/21,17-Dec,All,180859,78689,43.5,64464,35.6,0,0,0,0
7/17/21,17-Dec,Unknown,,1751,,1323,,0,,0,
7/17/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
7/17/21,17-Dec,"Black, non-Latinx",57964,12887,22.2,9963,17.2,0,0,0,0
7/17/21,17-Dec,Latinx,76627,36330,47.4,29232,38.1,0,0,0,0
7/24/21,65+,"Black, non-Latinx",125967,82665,65.6,77279,61.3,0,0,0,0
7/24/21,65+,"White, non-Latinx",135462,93279,68.9,89929,66.4,0,0,0,0
7/24/21,30-49,"Other, non-Latinx",10186,20407,99,18321,99,0,0,0,0
7/24/21,50-64,Unknown,,11821,,10346,,0,,0,
7/24/21,65+,"Asian, non-Latinx",26955,18076,67.1,17211,63.9,0,0,0,0
7/24/21,65+,All,362629,259572,71.6,245462,67.7,0,0,0,0
7/24/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
7/24/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
7/24/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
7/24/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
7/24/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
7/24/21,0-4,Unknown,,0,,0,,0,,0,
7/24/21,0-4,All,162797,0,0,0,0,0,0,0,0
7/24/21,18-29,"Other, non-Latinx",11506,13516,99,11735,99,0,0,0,0
7/24/21,30-49,"Black, non-Latinx",197825,82030,41.5,73014,36.9,0,0,0,0
7/24/21,65+,Unknown,,9065,,7690,,0,,0,
7/24/21,18-29,"Black, non-Latinx",139472,38106,27.3,32069,23,0,0,0,0
7/24/21,50-64,"Other, non-Latinx",3063,9858,99,8773,99,0,0,0,0
7/24/21,18-29,"White, non-Latinx",187581,121130,64.6,112582,60,0,0,0,0
7/24/21,50-64,"Asian, non-Latinx",27117,21854,80.6,20820,76.8,0,0,0,0
7/24/21,65+,"Other, non-Latinx",3206,6268,99,5682,99,0,0,0,0
7/24/21,50-64,All,439599,337156,76.7,316005,71.9,0,0,0,0
7/24/21,50-64,"White, non-Latinx",149921,105617,70.4,101120,67.4,0,0,0,0
7/24/21,18-29,"Asian, non-Latinx",41068,33152,80.7,30910,75.3,0,0,0,0
7/24/21,30-49,"Asian, non-Latinx",64910,47151,72.6,44759,69,0,0,0,0
7/24/21,18-29,All,526788,311627,59.2,282688,53.7,0,0,0,0
7/24/21,18-29,Unknown,,13994,,12421,,0,,0,
7/24/21,30-49,All,809519,537316,66.4,500982,61.9,0,0,0,0
7/24/21,30-49,Latinx,226340,155524,68.7,144024,63.6,0,0,0,0
7/24/21,30-49,Unknown,,22739,,20209,,0,,0,
7/24/21,50-64,Latinx,114048,92219,80.9,87127,76.4,0,0,0,0
7/24/21,65+,Latinx,71039,50219,70.7,47671,67.1,0,0,0,0
7/24/21,30-49,"White, non-Latinx",310259,209465,67.5,200655,64.7,0,0,0,0
7/24/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
7/24/21,18-29,Latinx,147161,91729,62.3,82971,56.4,0,0,0,0
7/24/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
7/24/21,11-May,All,210448,0,0,0,0,0,0,0,0
7/24/21,17-Dec,"Other, non-Latinx",3047,2533,83.1,1907,62.6,0,0,0,0
7/24/21,17-Dec,"Asian, non-Latinx",8804,6088,69.2,5365,60.9,0,0,0,0
7/24/21,17-Dec,"Black, non-Latinx",57964,13746,23.7,10556,18.2,0,0,0,0
7/24/21,11-May,Unknown,,0,,0,,0,,0,
7/24/21,17-Dec,All,180859,82225,45.5,67503,37.3,0,0,0,0
7/24/21,17-Dec,Unknown,,1826,,1369,,0,,0,
7/24/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
7/24/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
7/24/21,17-Dec,Latinx,76627,38208,49.9,30877,40.3,0,0,0,0
7/24/21,17-Dec,"White, non-Latinx",35643,19824,55.6,17429,48.9,0,0,0,0
7/24/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
7/24/21,50-64,"Black, non-Latinx",145449,95787,65.9,87819,60.4,0,0,0,0
7/31/21,18-29,All,526788,315875,60,285591,54.2,0,0,0,0
7/31/21,30-49,"Black, non-Latinx",197825,83690,42.3,74095,37.5,0,0,0,0
7/31/21,65+,Latinx,71039,50425,71,47825,67.3,0,0,0,0
7/31/21,65+,"Black, non-Latinx",125967,83064,65.9,77619,61.6,0,0,0,0
7/31/21,18-29,"Other, non-Latinx",11506,13811,99,11892,99,0,0,0,0
7/31/21,65+,All,362629,260630,71.9,246356,67.9,0,0,0,0
7/31/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
7/31/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
7/31/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
7/31/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
7/31/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
7/31/21,0-4,Unknown,,0,,0,,0,,0,
7/31/21,0-4,All,162797,0,0,0,0,0,0,0,0
7/31/21,65+,Unknown,,9099,,7731,,0,,0,
7/31/21,50-64,"Asian, non-Latinx",27117,21962,81,20937,77.2,0,0,0,0
7/31/21,50-64,"Black, non-Latinx",145449,96902,66.6,88642,60.9,0,0,0,0
7/31/21,65+,"White, non-Latinx",135462,93572,69.1,90156,66.6,0,0,0,0
7/31/21,30-49,"Asian, non-Latinx",64910,47443,73.1,45012,69.3,0,0,0,0
7/31/21,30-49,Latinx,226340,157581,69.6,145389,64.2,0,0,0,0
7/31/21,50-64,Latinx,114048,92857,81.4,87646,76.9,0,0,0,0
7/31/21,50-64,All,439599,339776,77.3,318043,72.3,0,0,0,0
7/31/21,65+,"Other, non-Latinx",3206,6311,99,5732,99,0,0,0,0
7/31/21,30-49,"White, non-Latinx",310259,210422,67.8,201308,64.9,0,0,0,0
7/31/21,30-49,"Other, non-Latinx",10186,20782,99,18538,99,0,0,0,0
7/31/21,18-29,"Black, non-Latinx",139472,39248,28.1,32807,23.5,0,0,0,0
7/31/21,18-29,"Asian, non-Latinx",41068,33368,81.3,31070,75.7,0,0,0,0
7/31/21,18-29,Unknown,,14096,,12510,,0,,0,
7/31/21,30-49,All,809519,542855,67.1,504713,62.3,0,0,0,0
7/31/21,65+,"Asian, non-Latinx",26955,18159,67.4,17293,64.2,0,0,0,0
7/31/21,50-64,"White, non-Latinx",149921,106111,70.8,101493,67.7,0,0,0,0
7/31/21,18-29,Latinx,147161,93484,63.5,84144,57.2,0,0,0,0
7/31/21,30-49,Unknown,,22937,,20371,,0,,0,
7/31/21,50-64,"Other, non-Latinx",3063,10020,99,8893,99,0,0,0,0
7/31/21,18-29,"White, non-Latinx",187581,121868,65,113168,60.3,0,0,0,0
7/31/21,50-64,Unknown,,11924,,10432,,0,,0,
7/31/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
7/31/21,17-Dec,"Asian, non-Latinx",8804,6251,71,5514,62.6,0,0,0,0
7/31/21,17-Dec,"Other, non-Latinx",3047,2693,88.4,1989,65.3,0,0,0,0
7/31/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
7/31/21,17-Dec,All,180859,86714,47.9,69934,38.7,0,0,0,0
7/31/21,11-May,Unknown,,0,,0,,0,,0,
7/31/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
7/31/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
7/31/21,17-Dec,Unknown,,1931,,1418,,0,,0,
7/31/21,11-May,All,210448,0,0,0,0,0,0,0,0
7/31/21,17-Dec,"Black, non-Latinx",57964,14785,25.5,11089,19.1,0,0,0,0
7/31/21,17-Dec,Latinx,76627,40761,53.2,32211,42,0,0,0,0
7/31/21,17-Dec,"White, non-Latinx",35643,20293,56.9,17713,49.7,0,0,0,0
7/31/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
8/7/21,65+,"Black, non-Latinx",125967,83652,66.4,77979,61.9,0,0,0,0
8/7/21,30-49,"White, non-Latinx",310259,211523,68.2,201979,65.1,0,0,0,0
8/7/21,65+,Unknown,,9139,,7760,,0,,0,
8/7/21,18-29,Unknown,,14220,,12586,,0,,0,
8/7/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
8/7/21,65+,All,362629,261868,72.2,247197,68.2,0,0,0,0
8/7/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
8/7/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
8/7/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
8/7/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
8/7/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
8/7/21,0-4,Unknown,,0,,0,,0,,0,
8/7/21,0-4,All,162797,0,0,0,0,0,0,0,0
8/7/21,18-29,"White, non-Latinx",187581,122740,65.4,113785,60.7,0,0,0,0
8/7/21,65+,"White, non-Latinx",135462,93852,69.3,90362,66.7,0,0,0,0
8/7/21,50-64,"Other, non-Latinx",3063,10219,99,9009,99,0,0,0,0
8/7/21,65+,"Asian, non-Latinx",26955,18222,67.6,17335,64.3,0,0,0,0
8/7/21,50-64,All,439599,342812,78,320033,72.8,0,0,0,0
8/7/21,30-49,All,809519,549357,67.9,508411,62.8,0,0,0,0
8/7/21,50-64,Unknown,,12050,,10499,,0,,0,
8/7/21,65+,"Other, non-Latinx",3206,6371,99,5767,99,0,0,0,0
8/7/21,18-29,All,526788,320729,60.9,288593,54.8,0,0,0,0
8/7/21,65+,Latinx,71039,50632,71.3,47994,67.6,0,0,0,0
8/7/21,18-29,"Other, non-Latinx",11506,14206,99,12089,99,0,0,0,0
8/7/21,30-49,"Asian, non-Latinx",64910,47749,73.6,45250,69.7,0,0,0,0
8/7/21,18-29,Latinx,147161,95413,64.8,85261,57.9,0,0,0,0
8/7/21,18-29,"Black, non-Latinx",139472,40513,29,33589,24.1,0,0,0,0
8/7/21,30-49,"Other, non-Latinx",10186,21280,99,18751,99,0,0,0,0
8/7/21,50-64,"Black, non-Latinx",145449,98188,67.5,89486,61.5,0,0,0,0
8/7/21,50-64,"White, non-Latinx",149921,106684,71.2,101882,68,0,0,0,0
8/7/21,18-29,"Asian, non-Latinx",41068,33637,81.9,31283,76.2,0,0,0,0
8/7/21,50-64,Latinx,114048,93588,82.1,88113,77.3,0,0,0,0
8/7/21,30-49,"Black, non-Latinx",197825,85739,43.3,75193,38,0,0,0,0
8/7/21,50-64,"Asian, non-Latinx",27117,22083,81.4,21044,77.6,0,0,0,0
8/7/21,30-49,Latinx,226340,159892,70.6,146736,64.8,0,0,0,0
8/7/21,30-49,Unknown,,23174,,20502,,0,,0,
8/7/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
8/7/21,17-Dec,"Black, non-Latinx",57964,15888,27.4,11726,20.2,0,0,0,0
8/7/21,17-Dec,All,180859,91124,50.4,72761,40.2,0,0,0,0
8/7/21,11-May,All,210448,0,0,0,0,0,0,0,0
8/7/21,11-May,Unknown,,0,,0,,0,,0,
8/7/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
8/7/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
8/7/21,17-Dec,"White, non-Latinx",35643,20667,58,18073,50.7,0,0,0,0
8/7/21,17-Dec,"Asian, non-Latinx",8804,6420,72.9,5664,64.3,0,0,0,0
8/7/21,17-Dec,Unknown,,2002,,1467,,0,,0,
8/7/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
8/7/21,17-Dec,"Other, non-Latinx",3047,2899,95.1,2103,69,0,0,0,0
8/7/21,17-Dec,Latinx,76627,43248,56.4,33728,44,0,0,0,0
8/14/21,17-Dec,"Asian, non-Latinx",8804,6532,74.2,5796,65.8,1,0,0,0
8/14/21,50-64,Unknown,,12142,,10570,,0,,0,
8/14/21,18-29,"Black, non-Latinx",139472,41676,29.9,34396,24.7,7,0,0,0
8/14/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
8/14/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
8/14/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
8/14/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
8/14/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
8/14/21,0-4,Unknown,,0,,0,,0,,0,
8/14/21,0-4,All,162797,0,0,0,0,0,0,0,0
8/14/21,65+,"Asian, non-Latinx",26955,18272,67.8,17386,64.5,5,0,0,0
8/14/21,65+,"Other, non-Latinx",3206,6422,99,5811,99,2,0.1,0,0
8/14/21,18-29,"Other, non-Latinx",11506,14592,99,12295,99,0,0,0,0
8/14/21,30-49,"White, non-Latinx",310259,212431,68.5,202699,65.3,38,0,0,0
8/14/21,30-49,"Other, non-Latinx",10186,21727,99,19000,99,4,0,0,0
8/14/21,50-64,"Black, non-Latinx",145449,99266,68.2,90449,62.2,16,0,0,0
8/14/21,65+,Unknown,,9187,,7793,,2,,0,
8/14/21,30-49,All,809519,554929,68.6,512415,63.3,83,0,0,0
8/14/21,50-64,"Asian, non-Latinx",27117,22200,81.9,21138,78,4,0,0,0
8/14/21,30-49,"Asian, non-Latinx",64910,48030,74,45484,70.1,13,0,0,0
8/14/21,50-64,All,439599,345353,78.6,322243,73.3,86,0,0,0
8/14/21,18-29,All,526788,325000,61.7,291679,55.4,35,0,0,0
8/14/21,30-49,"Black, non-Latinx",197825,87512,44.2,76452,38.6,8,0,0,0
8/14/21,65+,"Black, non-Latinx",125967,84136,66.8,78373,62.2,7,0,0,0
8/14/21,65+,All,362629,262942,72.5,248131,68.4,113,0,0,0
8/14/21,65+,"White, non-Latinx",135462,94105,69.5,90601,66.9,84,0.1,0,0
8/14/21,18-29,"White, non-Latinx",187581,123504,65.8,114420,61,15,0,0,0
8/14/21,50-64,"Other, non-Latinx",3063,10392,99,9127,99,1,0,0,0
8/14/21,17-Dec,Latinx,76627,45372,59.2,35409,46.2,2,0,0,0
8/14/21,18-29,Latinx,147161,96983,65.9,86460,58.8,10,0,0,0
8/14/21,30-49,Latinx,226340,161871,71.5,148174,65.5,19,0,0,0
8/14/21,65+,Latinx,71039,50820,71.5,48167,67.8,13,0,0,0
8/14/21,30-49,Unknown,,23358,,20606,,1,,0,
8/14/21,50-64,"White, non-Latinx",149921,107167,71.5,102316,68.2,52,0,0,0
8/14/21,18-29,Unknown,,14311,,12663,,0,,0,
8/14/21,50-64,Latinx,114048,94186,82.6,88643,77.7,13,0,0,0
8/14/21,18-29,"Asian, non-Latinx",41068,33934,82.6,31445,76.6,3,0,0,0
8/14/21,17-Dec,"White, non-Latinx",35643,21058,59.1,18459,51.8,1,0,0,0
8/14/21,11-May,"Asian, non-Latinx",10651,0,0,0,0,0,0,0,0
8/14/21,17-Dec,All,180859,95042,52.6,75878,42,5,0,0,0
8/14/21,11-May,Latinx,83432,0,0,0,0,0,0,0,0
8/14/21,11-May,All,210448,0,0,0,0,0,0,0,0
8/14/21,11-May,"Other, non-Latinx",6225,0,0,0,0,0,0,0,0
8/14/21,11-May,"Black, non-Latinx",66458,0,0,0,0,0,0,0,0
8/14/21,17-Dec,"Other, non-Latinx",3047,3068,99,2211,72.6,1,0,0,0
8/14/21,11-May,"White, non-Latinx",43777,0,0,0,0,0,0,0,0
8/14/21,17-Dec,Unknown,,2065,,1520,,0,,0,
8/14/21,17-Dec,"Black, non-Latinx",57964,16947,29.2,12483,21.5,0,0,0,0
8/14/21,11-May,Unknown,,0,,0,,0,,0,
8/21/21,30-49,Latinx,226340,163661,72.3,149804,66.2,165,0.1,0,0
8/21/21,65+,"Asian, non-Latinx",26955,18325,68,17459,64.8,61,0.2,0,0
8/21/21,18-29,All,526788,329084,62.5,295118,56,267,0.1,0,0
8/21/21,0-4,Latinx,54903,0,0,0,0,0,0,0,0
8/21/21,0-4,"Black, non-Latinx",47946,0,0,0,0,0,0,0,0
8/21/21,0-4,"White, non-Latinx",42995,0,0,0,0,0,0,0,0
8/21/21,0-4,"Asian, non-Latinx",9998,0,0,0,0,0,0,0,0
8/21/21,0-4,"Other, non-Latinx",6925,0,0,0,0,0,0,0,0
8/21/21,0-4,Unknown,,0,,0,,0,,0,
8/21/21,0-4,All,162797,0,0,0,0,0,0,0,0
8/21/21,50-64,All,439599,347850,79.1,324735,73.9,1023,0.2,0,0
8/21/21,30-49,Unknown,,23549,,20733,,7,,0,
8/21/21,50-64,"Black, non-Latinx",145449,100350,69,91538,62.9,170,0.1,0,0
8/21/21,18-29,"Black, non-Latinx",139472,42813,30.7,35340,25.3,27,0,0,0
8/21/21,65+,Unknown,,9239,,7816,,9,,0,
