Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
1/1/21,40.25,0.78,2.71,22.66,46.74,47.9,46.32,48.02,38.78,31.73,38.04,41.1,39.05,51.21,19.62,23.39,30.05,42.69,0,0,0.03,0.34,0.73,1.63,4.32,8.22,0.59,0.98,0.92,0.32,0.89,0.68,0.24,0.26,0.59,1.06,1.87,4.66,5.65,9.38,16.97,2.62,2.81,2.67,1.19,3.83,1.75,2.15,1089.3,21.1,73.4,124.4,258.4,218.6,155.9,150.3,102,49.3,30.4,569.7,515.4,397.7,35.3,183.4,270.4,51,0,0,0.1,1.1,2.3,4.3,6.7,6.6,8.1,13,7.1,0.6,7,6.1,0.3,1.4,3.3,4.9,6.3,14.6,14.9,14.6,13.6,36.3,37.1,20.7,2.1,30,15.7,2.6
1/2/21,41.09,0.79,2.64,23.5,47.85,48.84,47.85,48.29,38.68,32.65,38.76,41.98,39.86,52.59,20.41,23.72,30.94,42.09,0,0.03,0.03,0.34,0.78,1.63,4.05,8.75,0.55,1.05,0.96,0.56,0.87,0.65,0.24,0.21,0.52,1.06,1.87,4.56,5.65,9.01,16.61,2.45,2.85,2.54,1.35,3.73,1.78,2.03,1112,21.4,71.6,129,264.6,222.9,161,151.1,101.7,50.7,31,581.9,526.1,408.4,36.7,186,278.4,50.3,0,0.1,0.1,1.1,2.4,4.3,6.3,7,7.6,13.9,7.4,1,6.9,5.9,0.3,1.1,2.9,4.9,6.3,14.3,14.9,14,13.3,34,37.6,19.7,2.4,29.3,16,2.4
1/3/21,41.34,0.77,2.52,24.15,48.99,49.4,47.77,47.52,38.3,32.1,37.33,42.02,40.36,52.66,21.29,24.08,31.08,40.66,0,0.03,0.03,0.34,0.64,1.52,4.32,8.39,0.54,1.02,1.05,0.64,0.78,0.57,0.24,0.23,0.59,0.97,2,3.74,5.49,8.92,15.54,2.33,2.72,2.5,1.51,3.48,1.67,2.15,1118.7,20.9,68.1,132.6,270.9,225.4,160.7,148.7,100.7,49.9,29.9,582.4,532.7,409,38.3,188.9,279.7,48.6,0,0.1,0.1,1.1,2,4,6.7,6.7,7.4,13.4,8.1,1.1,6.1,5.1,0.3,1.3,3.3,4.4,6.7,11.7,14.4,13.9,12.4,32.3,35.9,19.4,2.7,27.3,15,2.6
1/4/21,42.47,0.73,2.56,24.88,51.78,50.28,51.46,46.74,36.5,32.56,38.58,43.48,41.09,53.78,21.61,24.81,32.7,40.78,0,0.03,0.03,0.34,0.55,1.52,3.95,8.04,0.52,0.95,1.01,0.64,0.71,0.54,0.24,0.23,0.67,1.06,2,3.56,5.65,8.74,16.43,2.37,2.76,2.65,1.51,3.61,1.6,1.91,1149.1,19.7,69.3,136.6,286.3,229.4,173.1,146.3,96,50.6,30.9,602.7,542.3,417.7,38.9,194.6,294.3,48.7,0,0.1,0.1,1.1,1.7,4,6.1,6.4,7.1,12.6,7.9,1.1,5.6,4.9,0.3,1.3,3.7,4.9,6.7,11.1,14.9,13.6,13.1,32.9,36.4,20.6,2.7,28.3,14.4,2.3
1/5/21,41.89,0.7,2.68,23.63,53.84,48.52,50.74,45.01,35.69,31.91,36.79,42.33,41.1,51.89,22.48,24.35,33.37,39.22,0,0.03,0.03,0.34,0.55,1.41,3.86,7.68,0.46,0.95,0.99,0.71,0.64,0.52,0.24,0.16,0.78,1.03,1.87,3.74,5.81,9.84,17.5,2.44,2.92,2.65,1.67,3.83,1.75,1.91,1133.4,19,72.4,129.7,297.7,221.4,170.7,140.9,93.9,49.6,29.4,586.7,542.4,403,40.4,191,300.3,46.9,0,0.1,0.1,1.1,1.7,3.7,6,6.1,6.4,12.6,7.7,1.3,5,4.7,0.3,0.9,4.3,4.7,6.3,11.7,15.3,15.3,14,33.9,38.6,20.6,3,30,15.7,2.3
1/6/21,41.94,0.64,2.69,23.6,55.03,49.21,51.04,42.91,34,32.92,37.15,42.27,41.31,50.55,24.55,24.41,34.92,38.27,0,0.03,0.03,0.17,0.37,1.41,3.49,7.86,0.46,0.83,0.81,0.79,0.6,0.52,0.24,0.16,0.83,1.03,1.87,3.74,5.59,9.84,18.22,2.38,3.01,2.58,1.83,3.86,1.79,1.67,1134.9,17.4,72.7,129.6,304.3,224.6,171.7,134.3,89.4,51.1,29.7,585.9,545.3,392.6,44.1,191.4,314.3,45.7,0,0.1,0.1,0.6,1.1,3.7,5.4,6.3,6.4,11,6.3,1.4,4.7,4.7,0.3,0.9,4.6,4.7,6.3,11.7,14.7,15.3,14.6,33,39.7,20,3.3,30.3,16.1,2
1/7/21,44.11,0.62,2.8,25.61,58.05,51.66,52.99,44.64,37.7,32.37,35.9,44.18,43.67,54.67,26.29,25.85,35.79,38.27,0,0.03,0.06,0.17,0.46,1.41,3.03,7.32,0.42,0.82,0.77,0.87,0.58,0.48,0.24,0.1,0.93,1.19,2,3.97,5.65,10.21,18.4,2.48,3.13,2.8,1.99,3.86,1.9,1.67,1193.6,16.7,75.7,140.6,321,235.7,178.3,139.7,99.1,50.3,28.7,612.4,576.4,424.6,47.3,202.7,322.1,45.7,0,0.1,0.3,0.6,1.4,3.7,4.7,5.9,5.9,10.9,6,1.6,4.6,4.3,0.3,0.6,5.1,5.4,6.7,12.4,14.9,15.9,14.7,34.4,41.3,21.7,3.6,30.3,17.1,2
1/8/21,49.06,0.61,2.68,29.01,64.95,56.85,58.51,50.03,42.59,34.86,37.51,49.14,48.63,61.25,28.91,29.51,39.3,42.21,0,0.03,0.06,0.21,0.5,1.3,3.22,6.61,0.44,0.78,0.74,1.03,0.6,0.43,0.12,0.16,0.83,0.97,2.04,3.79,5.87,9.47,17.32,2.39,2.99,2.61,1.99,3.75,1.81,1.67,1327.6,16.4,72.6,159.3,359.1,259.4,196.9,156.6,112,54.1,30,681.1,641.9,475.7,52,231.4,353.7,50.4,0,0.1,0.3,0.7,1.6,3.4,5,5.3,6.1,10.3,5.7,1.9,4.7,3.9,0.1,0.9,4.6,4.4,6.9,11.9,15.4,14.7,13.9,33.1,39.4,20.3,3.6,29.4,16.3,2
1/9/21,47.3,0.59,2.63,28.26,63.4,54.75,54.69,48.2,41.66,33.29,35.01,47.22,47.06,57.83,28.28,29.22,38.18,39.22,0,0,0.06,0.21,0.5,1.3,2.94,6.61,0.47,0.7,0.68,0.87,0.62,0.43,0.12,0.16,0.75,0.91,1.95,3.56,5.92,9.38,17.68,2.41,2.87,2.65,1.83,3.64,1.86,1.08,1280,15.9,71.3,155.1,350.6,249.9,184,150.9,109.6,51.7,28,654.6,621.1,449.1,50.9,229.1,343.6,46.9,0,0,0.3,0.7,1.6,3.4,4.6,5.3,6.6,9.3,5.3,1.6,4.9,3.9,0.1,0.9,4.1,4.1,6.6,11.1,15.6,14.6,14.1,33.4,37.9,20.6,3.3,28.6,16.7,1.3
1/10/21,46.44,0.58,2.61,27.95,61.8,53.53,54.48,47.61,40.47,32.56,34.47,46.46,46.05,57.17,27.09,28.67,37.27,39.94,0,0,0.09,0.17,0.55,1.2,2.94,6.43,0.43,0.73,0.61,0.79,0.6,0.49,0.12,0.13,0.8,0.94,2.12,3.51,5.98,8.74,17.15,2.47,2.76,2.69,1.75,3.57,1.83,1.2,1256.6,15.6,70.7,153.4,341.7,244.3,183.3,149,106.4,50.6,27.6,644,607.9,444,48.7,224.9,335.4,47.7,0,0,0.4,0.6,1.7,3.1,4.6,5.1,6,9.6,4.7,1.4,4.7,4.4,0.1,0.7,4.4,4.3,7.1,11,15.7,13.6,13.7,34.3,36.4,20.9,3.1,28,16.4,1.4
1/11/21,43.68,0.61,2.61,26.83,58.16,49.75,50.53,45.14,38.68,30.44,31.79,43.43,43.66,52.55,26.21,27.41,35.3,38.15,0,0,0.09,0.17,0.5,1.2,3.13,7.32,0.45,0.77,0.61,0.87,0.67,0.51,0.12,0.13,0.7,1,2.12,3.61,6.14,8.55,16.97,2.46,2.77,2.43,1.83,3.77,1.83,1.32,1181.9,16.4,70.7,147.3,321.6,227,170,141.3,101.7,47.3,25.4,602,576.3,408.1,47.1,215,317.7,45.6,0,0,0.4,0.6,1.6,3.1,4.9,5.9,6.3,10.1,4.7,1.6,5.3,4.6,0.1,0.7,3.9,4.6,7.1,11.3,16.1,13.3,13.6,34.1,36.6,18.9,3.3,29.6,16.4,1.6
1/12/21,40.96,0.59,2.44,26.02,53.46,46.36,46.62,42.77,37.05,29.06,31.26,40.89,40.78,48.47,25.5,26.5,32.76,36.95,0,0,0.09,0.13,0.59,1.2,2.94,6.79,0.46,0.71,0.59,0.87,0.67,0.46,0.12,0.13,0.83,1.06,1.95,3.29,5.59,7.73,15.36,2.25,2.65,2.41,1.51,3.64,1.52,1.32,1108.4,15.9,66.1,142.9,295.6,211.6,156.9,133.9,97.4,45.1,25,566.7,538.3,376.4,45.9,207.9,294.9,44.1,0,0,0.4,0.4,1.9,3.1,4.6,5.4,6.4,9.4,4.6,1.6,5.3,4.1,0.1,0.7,4.6,4.9,6.6,10.3,14.7,12,12.3,31.1,35,18.7,2.7,28.6,13.7,1.6
1/13/21,39.14,0.61,2.44,24.9,49.81,44.08,44.12,42.27,36.39,27.68,32.86,38.78,39.32,46.28,24.23,25.88,30.62,35.99,0,0,0.09,0.13,0.55,1.3,3.03,7.32,0.48,0.75,0.63,0.87,0.77,0.44,0,0.16,0.85,0.97,2.17,3.2,5.7,7.63,14.82,2.3,2.6,2.37,1.35,3.7,1.51,1.55,1059.1,16.6,66.1,136.7,275.4,201.1,148.4,132.3,95.7,43,26.3,537.6,519,359.4,43.6,203,275.6,43,0,0,0.4,0.4,1.7,3.4,4.7,5.9,6.7,9.9,4.9,1.6,6,4,0,0.9,4.7,4.4,7.3,10,15,11.9,11.9,31.9,34.3,18.4,2.4,29,13.6,1.9
1/14/21,37.41,0.6,2.29,24.1,46.04,42.67,43.61,40.9,33.46,27.31,31.79,37.44,37.28,44.66,23.91,25.21,28.21,36.11,0,0,0.06,0.17,0.46,1.3,2.67,8.04,0.45,0.76,0.59,1.11,0.69,0.46,0,0.16,0.78,0.85,2.12,2.74,5.27,8,13.4,2.22,2.36,2.21,1.19,3.55,1.33,1.67,1012.3,16.3,61.9,132.3,254.6,194.7,146.7,128,88,42.4,25.4,519,492,346.9,43,197.7,253.9,43.1,0,0,0.3,0.6,1.4,3.4,4.1,6.4,6.3,10,4.6,2,5.4,4.1,0,0.9,4.3,3.9,7.1,8.6,13.9,12.4,10.7,30.7,31.1,17.1,2.1,27.9,12,2
1/15/21,36.45,0.57,2.3,23.24,44.41,42.01,43.9,39.21,31.83,27.31,30.9,36.61,36.19,42.43,24.15,24.52,27.84,38.27,0,0,0.03,0.13,0.55,1.2,2.3,8.04,0.4,0.75,0.57,0.95,0.66,0.46,0,0.13,0.85,0.91,2.04,2.46,5.38,8.64,13.04,2.29,2.32,2.28,1.03,3.52,1.38,1.67,986.3,15.4,62.3,127.6,245.6,191.7,147.7,122.7,83.7,42.4,24.7,507.4,477.7,329.6,43.4,192.3,250.6,45.7,0,0,0.1,0.4,1.7,3.1,3.6,6.4,5.6,9.9,4.4,1.7,5.1,4.1,0,0.7,4.7,4.1,6.9,7.7,14.1,13.4,10.4,31.7,30.6,17.7,1.9,27.6,12.4,2
1/16/21,35.62,0.56,2.34,22.9,42.45,40.82,44.33,38.11,31.45,26.76,30.36,36.09,35.04,42.51,23.83,23.81,26.6,37.79,0,0,0.03,0.13,0.55,1.3,2.48,6.97,0.41,0.71,0.66,0.95,0.58,0.41,0,0.18,0.85,0.91,2.08,2.51,5.27,8.92,13.4,2.28,2.4,2.3,1.03,3.57,1.4,1.91,963.9,15.1,63.3,125.7,234.7,186.3,149.1,119.3,82.7,41.6,24.3,500.3,462.4,330.1,42.9,186.7,239.4,45.1,0,0,0.1,0.4,1.7,3.4,3.9,5.6,5.7,9.4,5.1,1.7,4.6,3.7,0,1,4.7,4.1,7,7.9,13.9,13.9,10.7,31.6,31.7,17.9,1.9,28,12.6,2.3
1/17/21,35.08,0.54,2.29,22.33,41.23,40.23,43.65,38.3,30.96,27.04,30.9,35.44,34.65,41.88,22.88,23.64,26.1,37.43,0,0,0,0.13,0.5,1.25,2.48,6.97,0.4,0.69,0.66,0.95,0.62,0.33,0,0.21,0.8,0.94,1.7,2.6,4.94,9.2,13.4,2.15,2.42,2.12,1.03,3.53,1.46,1.67,949.1,14.7,61.9,122.6,228,183.6,146.9,119.9,81.4,42,24.7,491.3,457.3,325.3,41.1,185.4,234.9,44.7,0,0,0,0.4,1.6,3.3,3.9,5.6,5.6,9.1,5.1,1.7,4.9,3,0,1.1,4.4,4.3,5.7,8.1,13,14.3,10.7,29.9,32,16.4,1.9,27.7,13.1,2
1/18/21,31.7,0.53,2.18,19.67,36.3,36.97,39.23,34.1,29.77,25.66,29.11,32.33,31,37.36,20.89,21.57,23.64,34.68,0,0,0,0.17,0.59,1.47,2.21,5.89,0.37,0.7,0.66,0.79,0.66,0.3,0,0.21,0.88,0.88,1.53,2.24,5.16,8.55,12.14,2.03,2.33,2.13,0.71,3.21,1.46,1.55,857.7,14.4,58.9,108,200.7,168.7,132,106.7,78.3,39.9,23.3,448.1,409.1,290.1,37.6,169.1,212.7,41.4,0,0,0,0.6,1.9,3.9,3.4,4.7,5.1,9.3,5.1,1.4,5.1,2.7,0,1.1,4.9,4,5.1,7,13.6,13.3,9.7,28.1,30.7,16.6,1.3,25.1,13.1,1.9
1/19/21,31.67,0.57,2.25,19.72,35.68,37.41,40,33.73,29.01,26.39,28.76,32.16,31.13,38.35,20.26,21.18,23.79,34.92,0,0,0,0.17,0.55,1.58,2.3,6.79,0.38,0.77,0.68,0.87,0.71,0.33,0,0.29,0.7,0.85,1.74,2.74,5.05,8.46,13.22,2.12,2.38,2.19,0.87,3.26,1.52,1.67,856.9,15.4,60.9,108.3,197.3,170.7,134.6,105.6,76.3,41,23,445.7,410.9,297.9,36.4,166.1,214.1,41.7,0,0,0,0.6,1.7,4.1,3.6,5.4,5.3,10.1,5.3,1.6,5.6,3,0,1.6,3.9,3.9,5.9,8.6,13.3,13.1,10.6,29.4,31.4,17,1.6,25.6,13.7,2
1/20/21,29.97,0.54,2.23,18.68,34.08,35.28,38.77,31.36,27.05,24.83,25.72,30.58,29.33,36.6,19.46,19.62,22.52,33.72,0,0,0.03,0.17,0.55,1.41,2.48,5.72,0.38,0.7,0.63,0.79,0.66,0.35,0,0.23,0.7,1.06,1.74,2.88,4.94,7.82,12.68,2.11,2.35,2.12,0.79,3.24,1.59,1.55,811,14.6,60.3,102.6,188.4,161,130.4,98.1,71.1,38.6,20.6,423.9,387.1,284.3,35,153.9,202.7,40.3,0,0,0.1,0.6,1.7,3.7,3.9,4.6,5.3,9.3,4.9,1.4,5.1,3.1,0,1.3,3.9,4.9,5.9,9,13,12.1,10.1,29.3,31,16.4,1.4,25.4,14.3,1.9
1/21/21,28.73,0.51,2.23,17.69,33.33,33.03,36.47,30.95,26.13,23.91,24.65,29.24,28.18,34.84,17.32,19.67,21.41,32.64,0,0,0.06,0.17,0.46,1.36,2.48,5.18,0.4,0.63,0.59,0.48,0.69,0.33,0,0.31,0.7,1,1.7,3.06,5.27,7.63,11.43,2.08,2.39,2.15,0.79,3.39,1.48,1.32,777.4,13.9,60.4,97.1,184.3,150.7,122.7,96.9,68.7,37.1,19.7,405.3,372,270.6,31.1,154.3,192.7,39,0,0,0.3,0.6,1.4,3.6,3.9,4.1,5.6,8.3,4.6,0.9,5.4,3,0,1.7,3.9,4.6,5.7,9.6,13.9,11.9,9.1,28.9,31.6,16.7,1.4,26.6,13.3,1.6
1/22/21,27.22,0.51,2.2,17.07,30.95,31.46,34.01,30.13,25.15,22.26,23.22,27.74,26.66,33.99,15.97,18.58,19.56,30.25,0,0,0.06,0.13,0.41,1.47,2.67,4.82,0.4,0.63,0.61,0.4,0.67,0.35,0,0.34,0.67,1.06,1.78,2.97,5.16,7.08,11.43,1.91,2.51,2.08,0.87,3.35,1.41,1.67,736.6,13.9,59.6,93.7,171.1,143.6,114.4,94.3,66.1,34.6,18.6,384.6,351.9,264,28.7,145.7,176,36.1,0,0,0.3,0.4,1.3,3.9,4.1,3.9,5.6,8.3,4.7,0.7,5.3,3.1,0,1.9,3.7,4.9,6,9.3,13.6,11,9.1,26.4,33.1,16.1,1.6,26.3,12.7,2
1/23/21,27.03,0.48,2.16,16.73,30.41,32.43,32.95,30.04,24.61,22.44,23.75,27.22,26.82,32.85,16.36,18.65,19.52,30.85,0,0,0.06,0.08,0.41,1.3,2.39,5,0.34,0.63,0.48,0.4,0.71,0.33,0,0.29,0.62,1.16,1.61,2.78,5.21,7.45,10.89,1.95,2.38,2.06,0.95,3.37,1.25,1.67,731.4,13,58.4,91.9,168.1,148,110.9,94,64.7,34.9,19,377.3,354,255.1,29.4,146.3,175.7,36.9,0,0,0.3,0.3,1.3,3.4,3.7,4,4.7,8.3,3.7,0.7,5.6,3,0,1.6,3.4,5.3,5.4,8.7,13.7,11.6,8.7,27,31.4,16,1.7,26.4,11.3,2
1/24/21,26.74,0.49,2.13,16.58,30.59,32.34,32.31,28.89,24.55,22.16,22.33,26.96,26.51,32.48,16.92,18.29,19.49,29.89,0,0,0.06,0.13,0.5,1.36,2.48,4.29,0.4,0.57,0.5,0.4,0.73,0.32,0,0.26,0.57,1.13,1.7,2.65,5.38,7.45,10.36,1.95,2.33,2.02,1.03,3.37,1.14,1.91,723.7,13.1,57.7,91,169.1,147.6,108.7,90.4,64.6,34.4,17.9,373.7,349.9,252.3,30.4,143.4,175.4,35.7,0,0,0.3,0.4,1.6,3.6,3.9,3.4,5.6,7.6,3.9,0.7,5.7,2.9,0,1.4,3.1,5.1,5.7,8.3,14.1,11.6,8.3,27,30.7,15.7,1.9,26.4,10.3,2.3
1/25/21,27.49,0.47,2.13,17.02,32.01,32.59,33.29,30.08,25.37,22.07,21.97,27.62,27.33,34.14,16.2,18.76,19.94,28.94,0,0,0.09,0.13,0.41,1.14,2.48,4.64,0.38,0.56,0.5,0.4,0.64,0.33,0.12,0.26,0.52,1.13,1.7,2.92,5,7.82,10,1.99,2.27,1.97,1.03,3.32,1.21,2.15,743.9,12.7,57.6,93.4,177,148.7,112,94.1,66.7,34.3,17.6,382.9,360.7,265.1,29.1,147.1,179.4,34.6,0,0,0.4,0.4,1.3,3,3.9,3.7,5.3,7.4,3.9,0.7,5,3,0.1,1.4,2.9,5.1,5.7,9.1,13.1,12.1,8,27.6,30,15.3,1.9,26,10.9,2.6
1/26/21,25.17,0.43,2.04,15.35,29.22,29.99,31,28.44,22.92,19.41,18.4,25.21,25.1,30.22,14.85,17.54,18.24,26.79,0,0.03,0.09,0.13,0.27,0.92,2.39,4.64,0.38,0.49,0.44,0.24,0.62,0.3,0.24,0.21,0.54,1.13,1.53,2.65,5.16,7.45,9.29,1.94,2.15,1.82,0.87,3.21,1.22,2.15,681.1,11.7,55.3,84.3,161.6,136.9,104.3,89,60.3,30.1,14.7,349.4,331.3,234.7,26.7,137.6,164.1,32,0,0.1,0.4,0.4,0.9,2.4,3.7,3.7,5.3,6.4,3.4,0.4,4.9,2.7,0.3,1.1,3,5.1,5.1,8.3,13.6,11.6,7.4,26.9,28.4,14.1,1.6,25.1,11,2.6
1/27/21,24.48,0.44,1.99,14.52,27.52,29.24,30.36,28.48,23.03,19.59,18.57,24.59,24.33,29.08,14.62,17.2,17.84,25.83,0,0.03,0.06,0.13,0.23,0.87,2.39,5.54,0.34,0.55,0.44,0.24,0.66,0.3,0.24,0.21,0.49,1,1.27,2.51,4.94,8.09,9.47,1.94,2.03,1.82,0.95,3.02,1.17,2.27,662.4,12,53.7,79.7,152.1,133.4,102.1,89.1,60.6,30.4,14.9,340.9,321.1,225.9,26.3,134.9,160.6,30.9,0,0.1,0.3,0.4,0.7,2.3,3.7,4.4,4.7,7.3,3.4,0.4,5.1,2.7,0.3,1.1,2.7,4.6,4.3,7.9,13,12.6,7.6,26.9,26.9,14.1,1.7,23.7,10.6,2.7
1/28/21,23.37,0.44,1.91,14.13,26.25,27.58,29.25,26.75,21.84,18.95,18.4,23.44,23.27,27.31,13.98,15.94,17.73,24.51,0,0.05,0.03,0.08,0.23,0.87,2.48,5.54,0.34,0.55,0.44,0.32,0.64,0.3,0.24,0.16,0.49,0.94,1.15,2.15,4.51,7.73,11.61,1.82,1.99,1.77,0.79,2.71,1.32,2.15,632.3,12,51.6,77.6,145.1,125.9,98.4,83.7,57.4,29.4,14.7,324.9,307.1,212.1,25.1,125,159.6,29.3,0,0.3,0.1,0.3,0.7,2.3,3.9,4.4,4.7,7.3,3.4,0.6,5,2.7,0.3,0.9,2.7,4.3,3.9,6.7,11.9,12,9.3,25.3,26.3,13.7,1.4,21.3,11.9,2.6
1/29/21,22.61,0.46,1.88,13.82,25.5,26.2,28.36,25.61,21.62,18.49,17.68,22.62,22.56,26.38,13.27,15.12,17.48,22.48,0,0.05,0.03,0.17,0.18,1.03,2.39,5.72,0.31,0.63,0.48,0.48,0.66,0.29,0.24,0.1,0.52,0.94,0.89,2.01,4.67,7.91,11.79,1.95,1.82,1.75,0.79,2.66,1.33,1.91,611.7,12.6,51,75.9,141,119.6,95.4,80.1,56.9,28.7,14.1,313.6,297.7,204.9,23.9,118.6,157.3,26.9,0,0.3,0.1,0.6,0.6,2.7,3.7,4.6,4.3,8.3,3.7,0.9,5.1,2.6,0.3,0.6,2.9,4.3,3,6.3,12.3,12.3,9.4,27,24,13.6,1.4,20.9,12,2.3
1/30/21,21.71,0.48,1.77,13.95,24.57,24.42,26.92,24.42,21.13,17.57,17.32,21.77,21.63,25.44,12.31,14.65,16.75,20.93,0,0.08,0.03,0.17,0.23,1.09,2.48,5.54,0.3,0.67,0.55,0.4,0.66,0.29,0.24,0.1,0.52,0.85,1.02,2.1,4.29,6.9,10.89,1.75,1.8,1.66,0.64,2.46,1.33,1.67,587.6,13,48,76.6,135.9,111.4,90.6,76.4,55.6,27.3,13.9,301.7,285.4,197.6,22.1,114.9,150.7,25,0,0.4,0.1,0.6,0.7,2.9,3.9,4.4,4.1,8.9,4.3,0.7,5.1,2.6,0.3,0.6,2.9,3.9,3.4,6.6,11.3,10.7,8.7,24.3,23.7,12.9,1.1,19.3,12,2
1/31/21,20.83,0.49,1.73,13.4,23.43,23.2,26.37,23.51,20.48,16.28,16.61,20.82,20.81,24.87,11.92,14.06,15.51,20.33,0,0.08,0.03,0.13,0.27,1.3,2.12,5.72,0.27,0.71,0.64,0.32,0.62,0.27,0.24,0.1,0.54,0.85,1.1,2.28,4.02,6.07,10.54,1.68,1.78,1.66,0.32,2.42,1.29,1.79,563.7,13.1,46.7,73.6,129.6,105.9,88.7,73.6,53.9,25.3,13.3,288.6,274.7,193.1,21.4,110.3,139.6,24.3,0,0.4,0.1,0.4,0.9,3.4,3.3,4.6,3.7,9.4,5,0.6,4.9,2.4,0.3,0.6,3,3.9,3.7,7.1,10.6,9.4,8.4,23.3,23.4,12.9,0.6,19,11.6,2.1
2/1/21,19.52,0.48,1.59,12.8,22.19,21.41,24.88,22.69,17.6,15.36,15.9,19.4,19.63,23.27,11.04,13.01,15.05,19.97,0,0.08,0,0.08,0.32,1.47,1.93,5.36,0.33,0.63,0.61,0.32,0.67,0.24,0.12,0.08,0.52,0.81,1.02,1.92,3.69,5.7,10,1.56,1.62,1.62,0.24,2.24,1.1,1.79,528.3,12.9,43,70.3,122.7,97.7,83.7,71,46.3,23.9,12.7,268.9,259.1,180.7,19.9,102,135.4,23.9,0,0.4,0,0.3,1,3.9,3,4.3,4.6,8.3,4.7,0.6,5.3,2.1,0.1,0.4,2.9,3.7,3.4,6,9.7,8.9,8,21.6,21.4,12.6,0.4,17.6,9.9,2.1
2/2/21,19.54,0.44,1.56,12.57,22.27,21.48,24.41,22.5,18.58,15.08,17.15,19.41,19.67,22.94,11.12,13.08,15.46,18.77,0,0.05,0,0.08,0.32,1.58,1.66,4.64,0.31,0.58,0.59,0.32,0.6,0.24,0,0.1,0.52,0.72,1.23,1.96,3.48,5.61,9.11,1.54,1.58,1.62,0.24,2.13,1.06,1.67,528.7,12,42.1,69,123.1,98,82.1,70.4,48.9,23.4,13.7,269,259.6,178.1,20,102.6,139.1,22.4,0,0.3,0,0.3,1,4.1,2.6,3.7,4.3,7.7,4.6,0.6,4.7,2.1,0,0.6,2.9,3.3,4.1,6.1,9.1,8.7,7.3,21.3,20.9,12.6,0.4,16.7,9.6,2
2/3/21,19.08,0.41,1.51,12.78,22.19,20.51,23.27,21.18,18.79,14.44,16.97,18.94,19.22,23.07,10.17,12.82,15.08,16.98,0,0.05,0,0.13,0.32,1.52,1.47,3.75,0.29,0.53,0.61,0.24,0.51,0.21,0,0.1,0.54,0.66,1.23,1.87,3.64,5.06,8.57,1.45,1.57,1.69,0.16,2.09,0.9,1.55,516.4,11,40.9,70.1,122.7,93.6,78.3,66.3,49.4,22.4,13.6,262.6,253.7,179.1,18.3,100.6,135.7,20.3,0,0.3,0,0.4,1,4,2.3,3,4,7,4.7,0.4,4,1.9,0,0.6,3,3,4.1,5.9,9.6,7.9,6.9,20.1,20.7,13.1,0.3,16.4,8.1,1.9
