Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
11/19/21,22.43,0.18,1.38,26.98,21.08,28.74,24.8,18.3,13.42,12.78,18.93,22.18,22.53,11.68,7.15,15.79,20.02,42.57,0,0,0.09,0,0.23,0.49,0.28,2.5,0.18,0.18,0.11,0,0.38,0.11,0,0.13,0.47,1,1.19,1.92,2.12,4.14,9.29,1.29,1.47,1.03,0.64,2.04,0.98,1.79,606.9,4.9,37.3,148.1,116.6,131.1,83.4,57.3,35.3,19.9,15.1,307.4,297.4,90.7,12.9,123.9,180.1,50.9,0,0,0.4,0,0.7,1.3,0.4,2,2.4,2.4,0.9,0,3,1,0,0.7,2.6,4.6,4,6,5.6,6.4,7.4,17.9,19.4,8,1.1,16,8.9,2.1
11/20/21,22.84,0.16,1.45,27.24,21.42,29.33,25.69,18.85,13.69,12.78,18.57,22.66,22.86,11.83,7.71,16.14,20.6,43.41,0,0,0.09,0,0.14,0.43,0.18,2.5,0.14,0.17,0.09,0.08,0.33,0.1,0,0.13,0.49,0.97,1.57,2.01,2.23,4.78,8.22,1.38,1.53,0.97,0.64,2.35,0.95,1.79,618,4.3,39.3,149.6,118.4,133.9,86.4,59,36,19.9,14.9,314.1,301.7,91.9,13.9,126.6,185.4,51.9,0,0,0.4,0,0.4,1.1,0.3,2,2,2.3,0.7,0.1,2.6,0.9,0,0.7,2.7,4.4,5.3,6.3,5.9,7.4,6.6,19.1,20.1,7.6,1.1,18.4,8.6,2.1
11/21/21,22.8,0.15,1.39,26.49,21.65,29.21,25.73,19.17,13.96,12.88,18.93,23.12,22.31,12.03,8.34,15.68,20.51,42.21,0,0,0.09,0,0.14,0.43,0.28,2.14,0.15,0.15,0.06,0.08,0.33,0.11,0,0.08,0.44,0.88,1.61,1.96,2.12,4.87,7.5,1.35,1.43,0.94,0.64,2.19,0.98,1.55,616.9,4.1,37.6,145.4,119.7,133.3,86.6,60,36.7,20,15.1,320.4,294.4,93.4,15,123,184.6,50.4,0,0,0.4,0,0.4,1.1,0.4,1.7,2.1,2,0.4,0.1,2.6,1,0,0.4,2.4,4,5.4,6.1,5.6,7.6,6,18.7,18.9,7.3,1.1,17.1,8.9,1.9
11/22/21,23.27,0.14,1.43,26.36,22.43,29.52,26.2,19.67,15.05,13.06,20.54,23.69,22.68,12.71,8.98,15.97,20.52,43.41,0,0,0.09,0,0.14,0.43,0.28,1.79,0.13,0.15,0.06,0.08,0.33,0.08,0,0.05,0.41,0.97,1.57,2.01,2.23,5.33,7.5,1.38,1.48,0.97,0.48,2.17,1.05,1.91,629.6,3.9,38.7,144.7,124,134.7,88.1,61.6,39.6,20.3,16.4,328.4,299.3,98.7,16.1,125.3,184.7,51.9,0,0,0.4,0,0.4,1.1,0.4,1.4,1.9,2,0.4,0.1,2.6,0.7,0,0.3,2.3,4.4,5.3,6.3,5.9,8.3,6,19.1,19.6,7.6,0.9,17,9.4,2.3
11/23/21,23.16,0.13,1.43,25.97,23.05,29.21,25.43,19.86,15.32,12.42,20,23.4,22.78,12.58,9.21,16.08,20.38,44.96,0,0,0.06,0,0.23,0.38,0.28,1.43,0.12,0.14,0.07,0.08,0.27,0.08,0,0.03,0.44,1.06,1.49,1.83,2.44,4.97,7.86,1.44,1.41,0.9,0.64,2.06,1.08,2.63,626.7,3.6,38.6,142.6,127.4,133.3,85.6,62.1,40.3,19.3,16,324.3,300.7,97.7,16.6,126.1,183.4,53.7,0,0,0.3,0,0.7,1,0.4,1.1,1.7,1.9,0.6,0.1,2.1,0.7,0,0.1,2.4,4.9,5,5.7,6.4,7.7,6.3,20,18.6,7,1.1,16.1,9.7,3.1
11/24/21,22.82,0.15,1.49,25.63,22.84,28.18,25.82,19.26,16.02,12.69,15.9,22.9,22.59,12.77,10.33,15.88,19.29,45.32,0,0,0.06,0.04,0.23,0.38,0.28,1.96,0.14,0.16,0.11,0.08,0.29,0.1,0,0.05,0.49,1.06,1.44,1.92,2.77,5.7,6.97,1.53,1.46,0.99,0.64,2.11,1.21,2.39,617.4,4.1,40.4,140.7,126.3,128.6,86.9,60.3,42.1,19.7,12.7,317.4,298.1,99.1,18.6,124.6,173.6,54.1,0,0,0.3,0.1,0.7,1,0.4,1.6,2,2.1,0.9,0.1,2.3,0.9,0,0.3,2.7,4.9,4.9,6,7.3,8.9,5.6,21.1,19.3,7.7,1.1,16.6,10.9,2.9
11/25/21,20.48,0.12,1.55,22.09,20.8,25.01,23.06,17.85,15.16,11.96,14.82,20.53,20.3,11.75,9.29,14.59,17.05,40.78,0,0,0.03,0.04,0.14,0.33,0.37,1.43,0.13,0.11,0.09,0.08,0.24,0.06,0,0.08,0.65,1.03,1.4,2.1,3.15,5.43,6.43,1.56,1.54,1.09,0.48,2.26,1.24,2.15,554.3,3.3,41.9,121.3,115,114.1,77.6,55.9,39.9,18.6,11.9,284.6,268,91.3,16.7,114.4,153.4,48.7,0,0,0.1,0.1,0.4,0.9,0.6,1.1,1.9,1.4,0.7,0.1,1.9,0.6,0,0.4,3.6,4.7,4.7,6.6,8.3,8.4,5.1,21.6,20.3,8.4,0.9,17.7,11.1,2.6
11/26/21,19.61,0.18,1.58,19.7,20.88,23.86,21.53,18.08,15.1,10.94,15.36,19.62,19.45,11.29,9.69,13.97,16.4,38.62,0,0.03,0.03,0.17,0.14,0.54,0.64,1.61,0.21,0.16,0.15,0.08,0.33,0.13,0,0.08,0.65,1.13,1.32,2.42,3.31,5.06,6.25,1.65,1.5,1.18,0.4,2.24,1.25,2.27,530.6,5,42.7,108.1,115.4,108.9,72.4,56.6,39.7,17,12.3,272,256.7,87.7,17.4,109.6,147.6,46.1,0,0.1,0.1,0.6,0.4,1.4,1,1.3,2.9,2.1,1.1,0.1,2.6,1.1,0,0.4,3.6,5.1,4.4,7.6,8.7,7.9,5,22.9,19.9,9.1,0.7,17.6,11.3,2.7
11/27/21,20.08,0.19,1.53,20.43,21.65,24.39,22.04,17.94,15.37,10.94,15.54,20.07,19.95,11.72,9.77,14.01,16.86,40.06,0,0.03,0.06,0.17,0.14,0.49,0.74,1.61,0.19,0.19,0.13,0,0.35,0.16,0,0.08,0.65,1.13,0.89,2.37,3.48,4.87,6.25,1.57,1.48,1.21,0.71,2.04,1.22,2.15,543.4,5.1,41.3,112.1,119.7,111.3,74.1,56.1,40.4,17,12.4,278.1,263.3,91,17.6,109.9,151.7,47.9,0,0.1,0.3,0.6,0.4,1.3,1.1,1.3,2.6,2.6,1,0,2.7,1.4,0,0.4,3.6,5.1,3,7.4,9.1,7.6,5,21.7,19.6,9.4,1.3,16,11,2.6
11/28/21,20.71,0.19,1.7,20.58,21.96,25.45,23.44,18.44,15.86,11.68,16.61,20.33,20.92,11.77,9.61,14.7,17.84,42.45,0,0.03,0.06,0.17,0.14,0.49,0.64,1.79,0.19,0.19,0.13,0,0.33,0.17,0,0.16,0.67,1.25,1.02,2.69,3.97,4.78,7.5,1.68,1.72,1.36,0.87,2.37,1.29,2.27,560.4,5.1,46,113,121.4,116.1,78.9,57.7,41.7,18.1,13.3,281.9,276.1,91.4,17.3,115.3,160.6,50.7,0,0.1,0.3,0.6,0.4,1.3,1,1.4,2.6,2.6,1,0,2.6,1.6,0,0.9,3.7,5.7,3.4,8.4,10.4,7.4,6,23.3,22.7,10.6,1.6,18.6,11.6,2.7
11/29/21,24.31,0.21,1.87,25.29,25.35,29.74,27.17,23.1,18.14,12.6,15.18,23.76,24.72,14.14,11.84,16.27,21.4,52.85,0,0.05,0.06,0.21,0.14,0.43,0.64,2.32,0.22,0.21,0.15,0.08,0.35,0.19,0,0.21,0.7,1.16,1.32,3.29,4.02,5.61,8.04,1.88,1.87,1.49,1.03,2.68,1.38,2.51,657.9,5.7,50.7,138.9,140.1,135.7,91.4,72.3,47.7,19.6,12.1,329.3,326.3,109.9,21.3,127.6,192.6,63.1,0,0.3,0.3,0.7,0.4,1.1,1,1.9,3,2.7,1.1,0.1,2.7,1.7,0,1.1,3.9,5.3,4.4,10.3,10.6,8.7,6.4,26,24.7,11.6,1.9,21,12.4,3
11/30/21,26.68,0.2,1.93,27.89,27.62,32.5,30.02,26.11,19.77,13.8,14.65,26.13,27.08,15.4,12.55,18.12,23.19,58.47,0,0.05,0.03,0.21,0.05,0.38,0.74,2.5,0.21,0.19,0.13,0.08,0.29,0.22,0,0.26,0.72,1.19,1.53,3.24,4.13,5.7,8.04,1.93,1.94,1.47,0.87,2.88,1.41,2.39,722,5.4,52.3,153.1,152.7,148.3,101,81.7,52,21.4,11.7,362.1,357.4,119.6,22.6,142.1,208.7,69.9,0,0.3,0.1,0.7,0.1,1,1.1,2,2.9,2.6,1,0.1,2.3,2,0,1.4,4,5.4,5.1,10.1,10.9,8.9,6.4,26.7,25.6,11.4,1.6,22.6,12.7,2.9
12/1/21,29.57,0.2,1.95,31.88,31.39,35.47,32.86,27.84,20.86,14.99,17.32,29.55,29.35,17.07,12.87,20.46,25.21,69.12,0,0.05,0.06,0.17,0.09,0.54,0.74,1.79,0.2,0.21,0.09,0.08,0.29,0.25,0,0.29,0.78,1.06,1.49,3.29,4.13,5.79,8.75,1.93,1.98,1.45,0.79,2.9,1.4,2.75,800.1,5.4,52.9,175,173.6,161.9,110.6,87.1,54.9,23.3,13.9,409.6,387.4,132.6,23.1,160.4,226.9,82.6,0,0.3,0.3,0.6,0.3,1.4,1.1,1.4,2.7,2.7,0.7,0.1,2.3,2.3,0,1.6,4.3,4.9,5,10.3,10.9,9,7,26.7,26.1,11.3,1.4,22.7,12.6,3.3
12/2/21,34.16,0.23,2.04,37.18,36.64,40.79,37.62,32,23.85,17.01,19.65,34.47,33.57,19.7,13.98,23.86,28.87,81.55,0,0.05,0.06,0.17,0.09,0.71,0.92,1.79,0.22,0.24,0.13,0.08,0.36,0.24,0,0.26,0.8,1.1,1.66,3.24,4.18,6.62,9.29,2.1,1.98,1.53,0.71,3.04,1.48,2.75,924.4,6.1,55.3,204.1,202.6,186.1,126.6,100.1,62.7,26.4,15.7,477.9,443.1,153,25.1,187.1,259.9,97.4,0,0.3,0.3,0.6,0.3,1.9,1.4,1.4,3,3.1,1,0.1,2.9,2.1,0,1.4,4.4,5,5.6,10.1,11,10.3,7.4,29.1,26.1,11.9,1.3,23.9,13.3,3.3
12/3/21,36.29,0.2,2.19,40.44,38.32,42.61,40.63,32.87,25.58,19.87,20,36.24,36.06,20.8,15.33,25.74,30.14,86.1,0,0.03,0.06,0.13,0.09,0.6,0.74,1.96,0.18,0.23,0.11,0.08,0.33,0.21,0,0.26,0.93,1.03,1.91,3.15,4.67,7.08,10.36,2.16,2.21,1.53,0.95,3.28,1.62,3.11,982,5.4,59.1,222,211.9,194.4,136.7,102.9,67.3,30.9,16,502.3,476,161.6,27.6,201.9,271.3,102.9,0,0.1,0.3,0.4,0.3,1.6,1.1,1.6,2.4,3,0.9,0.1,2.6,1.9,0,1.4,5.1,4.7,6.4,9.9,12.3,11,8.3,30,29.1,11.9,1.7,25.7,14.6,3.7
12/4/21,36.59,0.2,2.43,40.8,39.17,42.61,39.91,33.55,25.42,20.23,21.97,36.7,36.19,21.23,15.65,26.49,29.73,84.78,0,0.03,0.03,0.13,0.14,0.71,0.64,1.79,0.19,0.22,0.11,0.08,0.36,0.17,0,0.26,1.01,1.22,2.17,3.65,4.67,8,12.14,2.4,2.46,1.71,0.71,3.68,1.81,3.59,990.1,5.4,65.7,224,216.6,194.4,134.3,105,66.9,31.4,17.6,508.7,477.7,164.9,28.1,207.7,267.6,101.3,0,0.1,0.1,0.4,0.4,1.9,1,1.4,2.6,2.9,0.9,0.1,2.9,1.6,0,1.4,5.6,5.6,7.3,11.4,12.3,12.4,9.7,33.3,32.4,13.3,1.3,28.9,16.3,4.3
12/5/21,36.69,0.23,2.44,41.63,38.99,42.01,39.74,33.82,25.86,20.6,21.61,36.83,36.27,21.67,15.65,26.59,29.19,87.65,0,0.05,0.03,0.13,0.18,0.71,0.74,2.14,0.2,0.26,0.13,0.08,0.4,0.21,0,0.21,0.98,1.25,2.12,3.47,4.35,9.1,12.68,2.43,2.45,1.62,0.64,3.62,1.92,3.83,992.7,6.1,66,228.6,215.6,191.7,133.7,105.9,68,32,17.3,510.6,478.7,168.3,28.1,208.6,262.7,104.7,0,0.3,0.1,0.4,0.6,1.9,1.1,1.7,2.7,3.4,1,0.1,3.1,1.9,0,1.1,5.4,5.7,7.1,10.9,11.4,14.1,10.1,33.7,32.3,12.6,1.1,28.4,17.3,4.6
12/6/21,35.34,0.22,2.42,40.41,37.8,40.04,38.77,30.9,24.66,19.96,22.5,36.03,34.35,20.42,15.09,27.49,27.14,84.3,0,0.03,0.03,0.17,0.23,0.71,0.74,1.79,0.16,0.28,0.13,0,0.4,0.21,0,0.21,0.96,1.31,2.25,3.06,4.62,8.46,13.4,2.39,2.46,1.56,0.48,3.68,1.94,3.59,956.3,6,65.6,221.9,209,182.7,130.4,96.7,64.9,31,18,499.4,453.4,158.6,27.1,215.6,244.3,100.7,0,0.1,0.1,0.6,0.7,1.9,1.1,1.4,2.3,3.7,1,0,3.1,1.9,0,1.1,5.3,6,7.6,9.6,12.1,13.1,10.7,33.1,32.4,12.1,0.9,28.9,17.4,4.3
12/7/21,35.26,0.27,2.53,40.49,37.77,39.79,38.85,30.17,24.93,19.96,22.15,36.28,33.93,20.14,14.85,27.63,26.33,87.29,0,0.03,0.06,0.21,0.23,0.87,1.1,1.96,0.2,0.36,0.17,0.16,0.46,0.25,0,0.26,0.98,1.22,2.34,3.42,4.83,8.83,13.93,2.59,2.48,1.71,0.56,3.97,1.89,3.47,954.1,7.4,68.6,222.3,208.9,181.6,130.7,94.4,65.6,31,17.7,502.9,447.9,156.4,26.7,216.7,237,104.3,0,0.1,0.3,0.7,0.7,2.3,1.7,1.6,2.7,4.7,1.3,0.3,3.6,2.3,0,1.4,5.4,5.6,7.9,10.7,12.7,13.7,11.1,35.9,32.7,13.3,1,31.1,17,4.1
12/8/21,35.63,0.3,2.54,41.37,38.11,41.26,38.09,31.13,24.12,18.58,22.68,36.26,34.77,20.12,15.17,28.94,26.43,81.43,0,0.03,0.03,0.3,0.32,0.76,1.2,2.32,0.2,0.4,0.2,0.24,0.49,0.24,0,0.21,0.98,1.53,2.63,3.38,5.11,7.82,12.86,2.61,2.48,1.84,0.64,3.95,1.78,3.59,964.1,8,68.9,227.1,210.7,188.3,128.1,97.4,63.4,28.9,18.1,502.6,458.9,156.3,27.3,227,237.9,97.3,0,0.1,0.1,1,1,2,1.9,1.9,2.7,5.3,1.6,0.4,3.9,2.1,0,1.1,5.4,7,8.9,10.6,13.4,12.1,10.3,36.1,32.7,14.3,1.1,31,16,4.3
12/9/21,36.9,0.3,2.58,42.75,40.15,43.58,39.61,32,23.63,18.21,21.43,37.09,36.51,20.75,15.97,30.18,26.65,81.55,0,0.03,0.06,0.3,0.37,0.71,1.1,2.32,0.22,0.38,0.17,0.24,0.51,0.25,0,0.26,0.9,1.69,2.55,3.65,5.27,7.73,12.32,2.57,2.6,1.88,0.71,3.84,1.92,3.71,998.6,8,69.9,234.7,222,198.9,133.3,100.1,62.1,28.3,17.1,514.1,481.9,161.1,28.7,236.7,239.9,97.4,0,0.1,0.3,1,1.1,1.9,1.7,1.9,3,5,1.3,0.4,4,2.3,0,1.4,5,7.7,8.6,11.4,13.9,12,9.9,35.6,34.3,14.6,1.3,30.1,17.3,4.4
12/10/21,38.42,0.33,2.54,43.59,42.04,47.15,41.78,32.73,23.74,16.55,22.15,38.88,37.77,20.9,15.09,32.02,27.73,86.81,0,0.03,0.16,0.21,0.37,0.71,1.29,3.04,0.29,0.38,0.17,0.32,0.55,0.32,0,0.26,0.78,1.78,2.46,3.88,5.32,7.27,11.61,2.5,2.59,1.91,0.56,3.72,1.87,3.95,1039.6,9,68.9,239.3,232.4,215.1,140.6,102.4,62.4,25.7,17.7,538.9,498.6,162.3,27.1,251.1,249.6,103.7,0,0.1,0.7,0.7,1.1,1.9,2,2.4,4,5,1.3,0.6,4.3,2.9,0,1.4,4.3,8.1,8.3,12.1,14,11.3,9.3,34.7,34.1,14.9,1,29.1,16.9,4.7
12/11/21,39.8,0.36,2.48,44.7,43.74,48.74,44.37,33.41,24.99,17.66,20.36,40.24,39.16,21.19,15.65,33.22,28.94,91.6,0,0.03,0.16,0.38,0.41,0.65,1.47,3.04,0.3,0.43,0.22,0.32,0.55,0.37,0,0.36,0.85,1.66,2.67,3.51,5.43,6.53,10.54,2.39,2.58,1.91,0.56,3.59,1.79,3.83,1076.9,9.9,67.1,245.4,241.9,222.4,149.3,104.6,65.7,27.4,16.3,557.7,516.9,164.6,28.1,260.6,260.4,109.4,0,0.1,0.7,1.3,1.3,1.7,2.3,2.4,4.1,5.7,1.7,0.6,4.3,3.3,0,2,4.7,7.6,9,11,14.3,10.1,8.4,33.1,34,14.9,1,28.1,16.1,4.6
12/12/21,41.46,0.39,2.48,45.93,47.49,51.06,45.64,34.6,24.55,17.38,20.9,42.14,40.56,21.54,16.2,35.14,30.4,93.03,0,0,0.19,0.38,0.37,0.71,2.02,2.86,0.32,0.47,0.22,0.4,0.62,0.37,0,0.36,1.09,1.69,2.59,3.42,5.65,5.89,10,2.46,2.5,1.97,0.56,3.72,1.71,3.47,1121.9,10.6,67.1,252.1,262.6,233,153.6,108.3,64.6,27,16.7,584.1,535.3,167.3,29.1,275.6,273.6,111.1,0,0,0.9,1.3,1.1,1.9,3.1,2.3,4.4,6.1,1.7,0.7,4.9,3.3,0,2,6,7.7,8.7,10.7,14.9,9.1,8,34.1,33,15.3,1,29.1,15.4,4.1
12/13/21,46.55,0.42,2.58,49.26,55.37,58.98,51.5,39.12,27,18.67,20,46.89,45.97,23.67,18.51,39.64,34.91,98.41,0,0,0.22,0.3,0.32,0.81,2.3,3.39,0.36,0.49,0.2,0.4,0.75,0.37,0,0.39,1.16,1.75,2.55,3.61,6.08,6.16,9.64,2.48,2.67,2.23,0.71,3.73,1.76,3.23,1259.7,11.4,69.7,270.4,306.1,269.1,173.3,122.4,71,29,16,650,606.7,183.9,33.3,310.9,314.1,117.6,0,0,1,1,1,2.1,3.6,2.7,5,6.4,1.6,0.7,5.9,3.3,0,2.1,6.4,8,8.6,11.3,16,9.6,7.7,34.4,35.3,17.3,1.3,29.3,15.9,3.9
12/14/21,55.27,0.43,2.7,55.53,71.51,72.07,60.16,43.59,29.98,19.41,20.36,56.09,54.14,26.84,20.34,48.6,42.91,108.6,0,0,0.22,0.34,0.46,0.81,1.93,3.75,0.43,0.43,0.24,0.24,0.77,0.38,0,0.42,1.47,2.03,2.59,3.38,6.46,6.25,9.29,2.56,2.86,2.24,0.64,4.03,1.87,3.59,1495.6,11.7,73.1,304.9,395.4,328.9,202.4,136.4,78.9,30.1,16.3,777.4,714.6,208.4,36.6,381.1,386.1,129.7,0,0,1,1.1,1.4,2.1,3,3,6,5.7,1.9,0.4,6,3.4,0,2.3,8.1,9.3,8.7,10.6,17,9.7,7.4,35.4,37.7,17.4,1.1,31.6,16.9,4.3
12/15/21,67.44,0.43,2.86,63.41,94.41,90.94,71.59,49.75,33.79,22.53,21.25,69.57,64.85,31.55,26.21,59.05,53.89,126.9,0,0,0.22,0.3,0.37,0.81,2.02,4.11,0.47,0.39,0.24,0.16,0.71,0.44,0,0.49,1.52,2.03,2.55,3.65,6.68,6.99,10.72,2.64,3.1,2.15,0.71,4.41,2.11,3.83,1824.9,11.7,77.4,348.1,522,415,240.9,155.7,88.9,35,17,964.3,856,245,47.1,463.1,485,151.6,0,0,1,1,1.1,2.1,3.1,3.3,6.6,5.1,1.9,0.3,5.6,4,0,2.7,8.4,9.3,8.6,11.4,17.6,10.9,8.6,36.6,40.9,16.7,1.3,34.6,19,4.6
12/16/21,81.62,0.45,3.09,74.11,119.9,111.7,87.17,56.01,38.24,25.02,23.58,85.2,77.43,36.25,32.73,73.03,65.46,154.3,0,0,0.22,0.3,0.41,0.71,2.12,4.64,0.45,0.44,0.24,0.16,0.71,0.49,0,0.68,1.63,2.13,2.8,3.88,7.44,7.08,11.25,2.87,3.32,2.21,0.79,5.01,2.1,4.42,2208.7,12.1,83.6,406.9,662.9,509.9,293.3,175.3,100.6,38.9,18.9,1181,1022,281.6,58.9,572.7,589.1,184.3,0,0,1,1,1.3,1.9,3.3,3.7,6.3,5.9,1.9,0.3,5.6,4.4,0,3.7,9,9.7,9.4,12.1,19.6,11,9,39.7,43.9,17.1,1.4,39.3,18.9,5.3
12/17/21,94.52,0.42,3.35,83.74,142.2,130.3,98.93,65.23,42.59,29.25,27.33,99.38,88.83,41.24,39.48,87.31,75.38,175.2,0,0,0.19,0.3,0.59,0.65,2.02,3.39,0.39,0.44,0.22,0.08,0.71,0.43,0,0.86,1.94,2.25,2.76,3.97,7.71,8.55,12.14,3.15,3.56,2.34,0.95,5.72,2.17,3.95,2557.6,11.3,90.7,459.7,786.4,594.7,332.9,204.1,112,45.4,21.9,1377.6,1172.4,320.3,71,684.7,678.4,209.3,0,0,0.9,1,1.9,1.7,3.1,2.7,5.4,5.9,1.7,0.1,5.6,3.9,0,4.7,10.7,10.3,9.3,12.4,20.3,13.3,9.7,43.7,47,18.1,1.7,44.9,19.6,4.7
12/18/21,104.4,0.41,3.54,90.35,158.2,145,109.8,72.53,45.85,32.19,30.36,109.9,97.95,45.01,44.96,97.4,83.21,195,0,0,0.19,0.13,0.55,0.81,2.02,3.39,0.38,0.43,0.2,0.08,0.71,0.41,0,0.99,2.02,2.35,2.93,4.15,8.42,9.1,11.61,3.37,3.71,2.41,0.95,6.28,2.19,3.59,2824.3,11,95.7,496,874.7,661.7,369.6,227,120.6,50,24.3,1522.9,1292.9,349.6,80.9,763.9,748.9,233,0,0,0.9,0.4,1.7,2.1,3.1,2.7,5.3,5.7,1.6,0.1,5.6,3.7,0,5.4,11.1,10.7,9.9,13,22.1,14.1,9.3,46.7,49,18.7,1.7,49.3,19.7,4.3
12/19/21,113.7,0.4,3.78,96.75,172.5,160.6,119.7,78.37,49.38,34.58,31.79,120,106.2,47.82,49.89,105.4,92.38,213.6,0,0,0.16,0.13,0.64,0.92,1.75,3.21,0.41,0.39,0.24,0,0.66,0.43,0,1.04,2.14,2.41,3.57,4.66,8.42,9.75,12.32,3.52,4.05,2.52,1.19,6.67,2.38,3.95,3075.4,10.9,102.3,531.1,954,732.9,402.9,245.3,129.9,53.7,25.4,1664,1401.7,371.4,89.7,826.3,831.4,255.1,0,0,0.7,0.4,2,2.4,2.7,2.6,5.7,5.1,1.9,0,5.1,3.9,0,5.7,11.9,11,12,14.6,22.1,15.1,9.9,48.9,53.4,19.6,2.1,52.3,21.4,4.7
12/20/21,132.8,0.41,3.96,106.3,202.8,190.3,141.9,92.71,58.88,42.49,40.54,140.5,123.9,56.06,57.75,122,107.7,255.3,0,0,0.13,0.13,0.73,0.98,1.84,2.86,0.4,0.41,0.26,0.08,0.56,0.48,0.12,1.01,2.25,2.47,3.44,5.66,8.58,10.39,12.5,3.7,4.24,2.56,1.27,7.18,2.4,4.42,3594.7,11,107.3,583.4,1121.4,868.6,477.3,290.1,154.9,66,32.4,1948.1,1634.7,435.4,103.9,957,968.9,305,0,0,0.6,0.4,2.3,2.6,2.9,2.3,5.6,5.4,2,0.1,4.4,4.3,0.1,5.6,12.4,11.3,11.6,17.7,22.6,16.1,10,51.3,56,19.9,2.3,56.3,21.6,5.3
12/21/21,154.6,0.38,4.41,116.2,234.2,225.7,168,111.7,71.43,49.39,49.47,164.2,143.4,66.73,70.3,139.9,124.7,301.6,0,0,0.09,0.08,0.64,0.87,2.02,2.68,0.33,0.43,0.22,0.08,0.58,0.41,0.12,1.2,2.33,2.72,3.74,6.53,9.02,12.23,14.65,4.09,4.74,2.91,1.35,7.85,2.65,5.26,4182.1,10.3,119.3,638.1,1294.7,1030,565.1,349.6,187.9,76.7,39.6,2275.7,1892.3,518.3,126.4,1097.4,1122.1,360.3,0,0,0.4,0.3,2,2.3,3.1,2.1,4.6,5.7,1.7,0.1,4.6,3.7,0.1,6.6,12.9,12.4,12.6,20.4,23.7,19,11.7,56.7,62.6,22.6,2.4,61.6,23.9,6.3
12/22/21,175.2,0.42,4.71,125.8,262.6,256.2,194.7,131.4,86.59,56.74,59.3,187.1,161.5,77.49,78.4,159.5,139.2,359.3,0,0,0.13,0.04,0.64,0.98,2.12,3.57,0.37,0.48,0.22,0.08,0.73,0.41,0.12,1.43,2.51,3.04,4.25,6.8,9.23,12.32,16.25,4.45,4.99,3.11,1.35,8.51,2.73,5.38,4742,11.4,127.6,690.7,1452.1,1169.1,655,411.3,227.7,88.1,47.4,2593.3,2131.1,601.9,141,1251,1252.6,429.3,0,0,0.6,0.1,2,2.6,3.3,2.9,5.1,6.3,1.7,0.1,5.7,3.7,0.1,7.9,13.9,13.9,14.3,21.3,24.3,19.1,13,61.7,65.9,24.1,2.4,66.7,24.6,6.4
